Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,Messaged?
6/19/2024 22:20:52,Caleb K - BlackEcho#09078,Edgar A - PlayfulTerror#04926,2-0,,1,ggs,
6/19/2024 22:48:55,Joaquin E - DiabolicMachine#23891,Dan H - dan12456#37617,2-1,,1,,
6/19/2024 22:53:43,Dan A - BEATDOWNBRINGA#04779,Chris R - Sinkwater#27508,2-1,,1,,
6/19/2024 22:54:57,Matthew G - Wolfeye#03170,Josh T - jathornton#23245,2-0,,1,,
6/19/2024 23:37:21,Dan A - BEATDOWNBRINGA#04779,Josh T - jathornton#23245,2-1,,1,,
6/19/2024 23:40:38,Daniel G - FriskyHobbit#43185,Steve T - strout#45062,2-1,,1,,
6/20/2024 0:06:01,Edgar A - PlayfulTerror#04926,Andrew M - Robespierre#01976,2-1,,1,ggs,
6/20/2024 0:19:14,Preston B - Vorbis#46420,Felipe C - Khirgh#61921,2-1,,1,,
6/20/2024 0:40:47,Daniel G - FriskyHobbit#43185,Daniel S - Obitus#54120,2-0,,1,,
6/20/2024 0:41:31,Edgar A - PlayfulTerror#04926,Mike V - Lostinthewarp#09717,2-1,,1,ggs,
6/20/2024 1:01:34,Dan H - dan12456#37617,Andrew M - Robespierre#01976,2-1,,1,,
6/20/2024 11:54:27,Enrique O - Caex#39549,Mike N - Gosu#85506,2-1,,1,,
6/20/2024 12:40:57,Matt F - MadeMyBus#92429,Joe T - elasticity#07466,2-0,,1,,
6/20/2024 13:36:43,Richard K - preacher26#59445,Joe T - elasticity#07466,2-0,,1,,
6/20/2024 13:54:06,Joe G - AardvarkKing #40712,Mike N - Gosu#85506,2-1,,1,,
6/20/2024 14:27:30,Matt F - MadeMyBus#92429,Joe G - AardvarkKing #40712,2-1,,1,,
6/20/2024 14:46:07,Paul S - YungChunk#45977,Joe T - elasticity#07466,2-1,,1,ggs,
6/20/2024 15:04:21,Matt F - MadeMyBus#92429,Nadir C - Diddy#38922,2-0,,1,,
6/20/2024 15:06:08,Mitchel S - SpaghettiMitch#18619,Tom M - TomSoniQ#28649,2-0,,1,,
6/20/2024 15:15:28,Archie B - archiebaker#44712,Peter B - Celsius232#44031,2-1,,1,Fun games :D,
6/20/2024 17:23:54,Enrique O - Caex#39549,Quill M - Nocnoc#13791,2-1,,1,,
6/20/2024 18:06:59,Thijn H - Thi-Jin#83537,Quill M - Nocnoc#13791,2-1,,1,,
6/20/2024 18:32:17,Matt F - MadeMyBus#92429,Bryan G - Fedaykin98#12204,2-0,,1,,
6/20/2024 18:53:42,Quill M - Nocnoc#13791,Christian L - xXAlpineXx#54284,2-1,,1,,
6/20/2024 19:05:35,Christopher G - oompaloompa#65002,Carlos V - ShuntStub#78198,2-0,,1,,
6/20/2024 19:10:04,Daniel M - HPWizard#40332,Adam S - wizma#29010,2-1,,1,,
6/20/2024 19:20:56,Christian L - xXAlpineXx#54284,Ryan D - TheSlickness#10857,2-0,,1,,
6/20/2024 19:59:02,Daniel M - HPWizard#40332,James Mc - Fireball#69952,2-1,,1,,
6/20/2024 20:13:12,Edgar A - PlayfulTerror#04926,Felipe C - Khirgh#61921,2-1,,1,ggs tons of energy,
6/20/2024 20:47:50,Chris R - Sinkwater#27508,Paul S - YungChunk#45977,2-0,,1,,
6/20/2024 22:09:10,Chris R - Sinkwater#27508,Jon B - Jbuckeye#49321,2-0,,1,,
6/20/2024 22:18:12,Zeke W - smarmyplatapus#30066,Marley L - BeautyAndTheGitrog#98732,2-0,,1,ggs!,
6/20/2024 22:33:00,Josh T - jathornton#23245,Carlos V - ShuntStub#78198,2-0,,1,,
6/20/2024 23:22:51,Dan H - dan12456#37617,Johnny M - Johnny#69519,2-0,,1,,
6/21/2024 1:56:00,Andrew M - Robespierre#01976,Mike V - Lostinthewarp#09717,2-1,,1,,
6/21/2024 1:58:37,Steve T - strout#45062,Ron C - Lennor#52740,2-0,,1,GGs!,
6/21/2024 4:26:51,Thijn H - Thi-Jin#83537,Benoit T - benoittravers#49609,2-1,,1,,
6/21/2024 7:59:57,Max B - baymillionaire#63544,Paul G - TheDragon#61289,2-0,,1,,
6/21/2024 10:28:38,Alex S - Nicol Bolas#02755,Enrique O - Caex#39549,2-1,,1,,
6/21/2024 10:47:08,Joe G - AardvarkKing #40712,Zack H - HackZolt#31077,2-0,,1,,
6/21/2024 11:42:38,Joe G - AardvarkKing #40712,Steve T - strout#45062,2-1,,1,,
6/21/2024 11:55:18,Duncan M - RobRoyDuncan#16652,Avery JB - Averyoftheelves#92950,2-0,,1,,
6/21/2024 12:55:51,Alexandre GA - AGA#86404,Zack H - HackZolt#31077,2-1,,1,,
6/21/2024 14:10:43,Peter B - Celsius232#44031,Richard K - preacher26#59445,2-1,,1,"arena had a bug with the emerge dragon cat thing, opponent was not able to cast w emerge cost (I know you don't do anything with bugs but fyi)",
6/21/2024 14:47:32,Zack H - HackZolt#31077,Jaidin M - MnemonicDevice#38774,2-1,,1,great grindy game 3!,
6/21/2024 14:47:45,Lotte P - Lotte #93345,Quill M - Nocnoc#13791,2-1,,1,,
6/21/2024 14:59:52,Enrique O - Caex#39549,Felipe C - Khirgh#61921,2-1,,1,,
6/21/2024 15:10:43,Josh T - jathornton#23245,Mike V - Lostinthewarp#09717,2-0,,1,,
6/21/2024 15:19:44,Duncan M - RobRoyDuncan#16652,Curtis K - Oblivion#40925,2-0,,1,,
6/21/2024 15:43:30,Zack H - HackZolt#31077,Joseph H - Sexcellence#51112,2-0,,1,GGs!,
6/21/2024 16:41:22,Zack H - HackZolt#31077,Marley L - BeautyAndTheGitrog#98732,2-0,,1,GGs!,
6/21/2024 17:13:04,Doug Co - daceris#24713,Jaidin M - MnemonicDevice#38774,2-1,,1,ggs!,
6/21/2024 17:25:41,Thomas C - jamberine#68248,Jonathan R - MetalFingers#36803,2-0,,1,,
6/21/2024 17:42:11,Nicholas K - Bionick#55161,Dirk E - BegginBlue#16667,2-1,,1,,
6/21/2024 17:46:43,Thomas C - jamberine#68248,Zev G - Meep3278#19615,2-0,,1,,
6/21/2024 18:10:20,Zev G - Meep3278#19615,Craig B - DraftHavoc#97754,2-0,,1,,
6/21/2024 18:20:03,Nicholas K - Bionick#55161,Jonathan R - MetalFingers#36803,2-0,,1,,
6/21/2024 18:42:15,Nicholas K - Bionick#55161,Craig B - DraftHavoc#97754,2-1,,1,,
6/21/2024 18:43:43,Zev G - Meep3278#19615,Edgar A - PlayfulTerror#04926,2-0,,1,,
6/21/2024 18:52:44,Thijn H - Thi-Jin#83537,Thomas C - jamberine#68248,2-1,,1,,
6/21/2024 19:05:44,Christopher G - oompaloompa#65002,Evan L - Evan#97713,2-0,,1,,
6/21/2024 19:34:23,Thijn H - Thi-Jin#83537,Jonathan R - MetalFingers#36803,2-1,,1,,
6/21/2024 19:56:38,Daniel G - FriskyHobbit#43185,Wyatt C - hotdolphin#30769,2-1,,1,,
6/21/2024 20:00:32,Zev G - Meep3278#19615,Chris Y - Yorke on Games#66909,2-1,,1,,
6/21/2024 20:18:02,Chris D - Stereolab#37691,Chris S - shipleycgm#89474,2-0,,1,,
6/21/2024 20:26:13,Michael B - Monkeymage#12141,Amir H - Shazam#02792,2-1,,1,,
6/21/2024 20:56:18,Amir H - Shazam#02792,Zev G - Meep3278#19615,2-0,,1,,
6/21/2024 21:12:19,Thomas C - jamberine#68248,Chris D - Stereolab#37691,2-1,,1,,
6/21/2024 21:13:23,Bob P - HIT#08120,Wei C - Azayaka#83352,2-0,,1,ggs,
6/21/2024 21:27:08,Jonathan R - MetalFingers#36803,Chris Y - Yorke on Games#66909,2-1,,1,,
6/21/2024 22:00:56,Wei C - Azayaka#83352,Matthew G - Wolfeye#03170,2-1,,1,,
6/21/2024 22:32:22,Kevin I - kni1993#29285,Emmett F - Sepulchure#51526,2-0,,1,,
6/21/2024 22:37:40,Evan L - Evan#97713,Caleb G - Whynaut#28590,2-0,,1,,
6/21/2024 22:43:22,Bob P - HIT#08120,Matthew G - Wolfeye#03170,2-0,,1,ggs,
6/21/2024 23:01:49,Evan L - Evan#97713,Julian K - Citizen_Snippies#31245,2-0,,1,,
6/21/2024 23:19:15,Bob P - HIT#08120,Nick W - Wheelo#89557,2-0,,1,ggs,
6/21/2024 23:22:39,Alexis M - Alexsfly#67052,Caleb G - Whynaut#28590,2-0,,1,,
6/21/2024 23:44:37,Julian K - Citizen_Snippies#31245,Caleb K - BlackEcho#09078,2-1,,1,,
6/21/2024 23:53:59,Emmett F - Sepulchure#51526,Evan L - Evan#97713,2-1,,1,,
6/21/2024 23:56:59,Caleb G - Whynaut#28590,Bob P - HIT#08120,2-1,,1,,
6/22/2024 0:06:28,Preston B - Vorbis#46420,Zeke W - smarmyplatapus#30066,2-0,,1,,
6/22/2024 0:13:52,Julian K - Citizen_Snippies#31245,Chris Y - Yorke on Games#66909,2-0,,1,,
6/22/2024 0:16:01,Nick W - Wheelo#89557,Amir H - Shazam#02792,2-0,,1,,
6/22/2024 0:32:46,Ryan D - TheSlickness#10857,Caleb G - Whynaut#28590,2-0,,1,,
6/22/2024 0:35:49,Chris Y - Yorke on Games#66909,Cyril C - knightt76#92032,2-0,,1,Dat dragon tho,
6/22/2024 0:40:34,Bob P - HIT#08120,Jack H - Rakic#98298,2-1,,1,ggs!,
6/22/2024 1:03:39,Amir H - Shazam#02792,Ryan D - TheSlickness#10857,2-0,,1,,
6/22/2024 1:20:55,Amir H - Shazam#02792,Ron C - Lennor#52740,2-0,,1,,
6/22/2024 1:22:21,Chris Y - Yorke on Games#66909,Evan L - Evan#97713,2-1,,1,Grindfest '24,
6/22/2024 3:18:26,Michael B - Monkeymage#12141,François R - Ayora#29960,2-1,,1,,
6/22/2024 3:41:24,Oskar T - ossytubbi#87966,Miguel B - Ethereus#60108,2-0,,1,,
6/22/2024 3:58:22,Oskar T - ossytubbi#87966,Wei C - Azayaka#83352,2-1,,1,,
6/22/2024 9:00:53,Jethro J - bigxjulius#88849,Mike N - Gosu#85506,2-1,,1,,
6/22/2024 10:39:52,Oskar T - ossytubbi#87966,Jonathan R - MetalFingers#36803,2-1,,1,,
6/22/2024 12:37:58,Ron C - Lennor#52740,Aaron B - Bevelman#18220,2-1,,1,,
6/22/2024 13:20:35,Ron C - Lennor#52740,Nadir C - Diddy#38922,2-0,,1,,
6/22/2024 13:42:52,Paul G - TheDragon#61289,Kyle C - AFKyle#29319,2-1,,1,,
6/22/2024 13:49:27,Oskar T - ossytubbi#87966,Gabe P - GLP#6825,2-0,,1,,
6/22/2024 14:43:11,Michael M - Atombomb11991#07305,Kevin I - kni1993#29285,2-0,,1,,
6/22/2024 15:08:15,Jack H - Rakic#98298,Paul G - TheDragon#61289,2-1,,1,,
6/22/2024 15:23:23,Alexis M - Alexsfly#67052,Gabe P - GLP#6825,2-1,,1,,
6/22/2024 15:51:45,Jack H - Rakic#98298,Alexis M - Alexsfly#67052,2-0,,1,,
6/22/2024 16:25:40,Wesley C - GigaVoltaic#11782,John P - gokuorgohome#51511,2-1,,1,GGs!,
6/22/2024 16:29:10,Jack H - Rakic#98298,Miguel B - Ethereus#60108,2-1,,1,,
6/22/2024 19:38:28,Kevin I - kni1993#29285,Edgar A - PlayfulTerror#04926,2-1,,1,,
6/22/2024 19:38:39,Damon B - Nomad#43918,Caleb G - Whynaut#28590,2-1,,1,,
6/22/2024 20:07:44,Alexis M - Alexsfly#67052,Sylvain T - Iquitos#15484,2-1,,1,,
6/22/2024 20:38:12,Damon B - Nomad#43918,Chris R - Sinkwater#27508,2-0,,1,,
6/22/2024 21:32:50,Curtis K - Oblivion#40925,Damon B - Nomad#43918,2-1,,1,,
6/22/2024 22:28:41,Damon B - Nomad#43918,Daniel S - Obitus#54120,2-1,,1,,
6/22/2024 22:54:13,Jeremy E - Lhurgoyf#37289,Christopher S - Stemz#96067,2-1,,1,,
6/22/2024 22:59:51,Preston B - Vorbis#46420,Daniel S - Obitus#54120,2-0,,1,,
6/22/2024 23:26:26,Zach C - ZachCarr#31881,James M - Sol_Ring#09384,2-1,,1,GGs,
6/22/2024 23:31:54,Jeremy E - Lhurgoyf#37289,Patrick M - FullestJ#22936,2-0,,1,,
6/23/2024 0:30:48,Preston B - Vorbis#46420,Christopher S - Stemz#96067,2-1,,1,,
6/23/2024 0:36:17,Zach C - ZachCarr#31881,Patrick M - FullestJ#22936,2-1,,1,GGs,
6/23/2024 1:22:21,Christopher S - Stemz#96067,Dan H - dan12456#37617,2-0,,1,gg,
6/23/2024 1:31:29,Ron C - Lennor#52740,Shuo L - Tamamo#30654,2-0,,1,,
6/23/2024 1:36:29,Patrick M - FullestJ#22936,Jethro J - bigxjulius#88849,2-1,,1,,
6/23/2024 2:05:53,Ron C - Lennor#52740,Christopher S - Stemz#96067,2-0,,1,,
6/23/2024 2:22:14,Shuo L - Tamamo#30654,Jethro J - bigxjulius#88849,2-1,,1,,
6/23/2024 6:05:05,Oskar T - ossytubbi#87966,Jethro J - bigxjulius#88849,2-1,,1,,
6/23/2024 9:59:11,Damon B - Nomad#43918,Wesley C - GigaVoltaic#11782,2-1,,1,,
6/23/2024 10:19:17,Chris S - shipleycgm#89474,Nadir C - Diddy#38922,2-1,,1,,
6/23/2024 10:40:42,Christian L - xXAlpineXx#54284,James M - Sol_Ring#09384,2-1,,1,,
6/23/2024 11:01:43,Ron C - Lennor#52740,Dirk E - BegginBlue#16667,2-1,,1,,
6/23/2024 11:27:14,John P - gokuorgohome#51511,Chris S - shipleycgm#89474,2-1,,1,,
6/23/2024 11:29:16,Zach C - ZachCarr#31881,Gabe P - GLP#6825,2-0,,1,GGs,
6/23/2024 11:53:16,John P - gokuorgohome#51511,Alexis M - Alexsfly#67052,2-0,,1,,
6/23/2024 11:56:27,Jeremy E - Lhurgoyf#37289,Kevin I - kni1993#29285,2-1,,1,,
6/23/2024 12:14:11,Chris S - shipleycgm#89474,Chris O - Chriso91#46230,2-0,,1,,
6/23/2024 12:16:57,Zach C - ZachCarr#31881,John P - gokuorgohome#51511,2-0,,1,GGs!,
6/23/2024 12:54:48,Matthias H - Rezreh#11308,Max B - baymillionaire#63544,2-1,,1,,
6/23/2024 13:01:55,Wyatt C - hotdolphin#30769,Chris O - Chriso91#46230,2-0,,1,,
6/23/2024 13:13:38,Johnny M - Johnny#69519,Chris S - shipleycgm#89474,2-1,,1,,
6/23/2024 13:52:24,Max B - baymillionaire#63544,Wyatt C - hotdolphin#30769,2-1,,1,,
6/23/2024 14:15:56,Zach C - ZachCarr#31881,Zeke W - smarmyplatapus#30066,2-0,,1,GGs,
6/23/2024 14:53:21,Wyatt C - hotdolphin#30769,Zeke W - smarmyplatapus#30066,2-1,,1,,
6/23/2024 15:26:27,Wesley C - GigaVoltaic#11782,Michael B - Monkeymage#12141,2-1,,1,,
6/23/2024 15:28:27,Christopher S - Stemz#96067,Daniel H - Cosmonaught#43147,2-1,,1,gg,
6/23/2024 16:04:47,Emmett F - Sepulchure#51526,Tom M - TomSoniQ#28649,2-0,,1,,
6/23/2024 16:12:38,Curtis K - Oblivion#40925,Adam S - wizma#29010,2-1,,1,,
6/23/2024 16:51:02,Dan H - dan12456#37617,Gabe P - GLP#6825,2-0,,1,,
6/23/2024 17:00:35,Lotte P - Lotte #93345,Curtis K - Oblivion#40925,2-1,,1,,
6/23/2024 17:03:43,Daniel H - Cosmonaught#43147,Sylvain T - Iquitos#15484,2-0,,1,,
6/23/2024 17:11:00,Mitchel S - SpaghettiMitch#18619,Emmett F - Sepulchure#51526,2-0,,1,,
6/23/2024 17:32:55,Gabe P - GLP#6825,Daniel H - Cosmonaught#43147,2-0,,1,,
6/23/2024 17:42:52,Mitchel S - SpaghettiMitch#18619,Tony G - YnotRock#76764,2-0,,1,,
6/23/2024 18:31:04,Tony G - YnotRock#76764,John P - gokuorgohome#51511,2-0,,1,,
6/23/2024 20:24:11,Tony G - YnotRock#76764,Nick W - Wheelo#89557,2-1,,1,,
6/23/2024 21:39:40,Joaquin E - DiabolicMachine#23891,Bryan G - Fedaykin98#12204,2-0,,1,,
6/23/2024 21:41:57,Maranda L - BlackCanary#59791,Alex H - Merriman#08092,2-1,,1,,
6/23/2024 22:11:59,Zack H - HackZolt#31077,Carlos V - ShuntStub#78198,2-0,,1,GG!,
6/23/2024 22:23:00,Maranda L - BlackCanary#59791,Aaron A - Eclipse2470#03650,2-0,,1,,
6/23/2024 22:23:10,Matthew G - Wolfeye#03170,Wyatt C - hotdolphin#30769,2-0,,1,GGs. Scary amount of mana. Dodged him drawing Emrakul.,
6/23/2024 23:10:45,Emmett F - Sepulchure#51526,Aaron A - Eclipse2470#03650,2-0,,1,,
6/23/2024 23:25:00,Sawyer T - soyboy#35469,Alex H - Merriman#08092,2-0,,1,,
6/24/2024 0:28:57,Andrew M - Robespierre#01976,Alex H - Merriman#08092,2-0,,1,,
6/24/2024 1:07:56,Preston B - Vorbis#46420,Andrew M - Robespierre#01976,2-1,,1,,
6/24/2024 1:29:29,Andrew M - Robespierre#01976,Shuo L - Tamamo#30654,2-0,,1,,
6/24/2024 7:23:10,Avery JB - Averyoftheelves#92950,Wesley C - GigaVoltaic#11782,2-0,,1,,
6/24/2024 10:21:06,Dan A - BEATDOWNBRINGA#04779,Jondrion J - jondrion#40531,2-0,,1,,
6/24/2024 11:33:31,Richard K - preacher26#59445,Tom M - TomSoniQ#28649,2-0,,1,,
6/24/2024 12:03:28,Zach L - Redwood#12970,Chris O - Chriso91#46230,2-1,,1,,
6/24/2024 13:58:04,Nick A - Nistar#14127,Joe G - AardvarkKing #40712,2-1,,1,,
6/24/2024 14:33:12,Nick A - Nistar#14127,Craig B - DraftHavoc#97754,2-0,,1,gg!,
6/24/2024 14:40:14,François R - Ayora#29960,Richard K - preacher26#59445,2-0,,1,,
6/24/2024 14:48:40,Lotte P - Lotte #93345,Alexandre GA - AGA#86404,2-0,,1,,
6/24/2024 15:05:32,Joe G - AardvarkKing #40712,Nadir C - Diddy#38922,2-0,,1,,
6/24/2024 15:09:44,François R - Ayora#29960,Lotte P - Lotte #93345,2-0,,1,,
6/24/2024 15:43:09,Paul G - TheDragon#61289,Alexandre GA - AGA#86404,2-0,,1,,
6/24/2024 15:53:54,Joaquin E - DiabolicMachine#23891,François R - Ayora#29960,2-1,,1,,
6/24/2024 15:53:58,Cody-Rayce MG - Rayce#56572,Alex O - NLP#02898,2-1,,1,ggs wp,
6/24/2024 16:52:07,François R - Ayora#29960,Nicholas K - Bionick#55161,2-0,,1,,
6/24/2024 17:06:14,Kyle C - AFKyle#29319,Alexandre GA - AGA#86404,2-1,,1,,
6/24/2024 17:28:08,Cody-Rayce MG - Rayce#56572,Nicholas K - Bionick#55161,2-0,,1,ggs wp,
6/24/2024 17:57:55,Nick A - Nistar#14127,Alexandre GA - AGA#86404,2-0,,1,,
6/24/2024 18:21:51,DeWitt K - SeethingOctopus#02129,Cody-Rayce MG - Rayce#56572,2-1,,1,ggs,
6/24/2024 18:39:59,Nick A - Nistar#14127,Tom M - TomSoniQ#28649,2-1,,1,,
6/24/2024 18:48:50,Evan C - PeasOfCrab#00133,DeWitt K - SeethingOctopus#02129,2-0,,1,,
6/24/2024 19:14:10,Ryan M - rrrn22#32842,Alexandre GA - AGA#86404,2-1,,1,,
6/24/2024 19:21:55,DeWitt K - SeethingOctopus#02129,Johnny M - Johnny#69519,2-0,,1,ggs!,
6/24/2024 19:51:12,Evan C - PeasOfCrab#00133,Blake R - Trogdorr#20061,2-0,,1,,
6/24/2024 19:58:55,Jack H - Rakic#98298,Adam S - wizma#29010,2-1,,1,One of the best games I've ever played... Great Games,
6/24/2024 20:52:22,Edgar A - PlayfulTerror#04926,Ryan D - TheSlickness#10857,2-1,,1,ggs,
6/24/2024 20:53:33,Kyle C - AFKyle#29319,Nick W - Wheelo#89557,2-1,,1,,
6/24/2024 20:55:33,Joaquin E - DiabolicMachine#23891,Kevin I - kni1993#29285,2-0,,1,,
6/24/2024 22:04:15,Nik S - njsiii#50504,Paul S - YungChunk#45977,2-1,,1,,
6/24/2024 22:13:02,Daniel G - FriskyHobbit#43185,DeWitt K - SeethingOctopus#02129,2-0,,1,,
6/24/2024 22:28:25,Zack H - HackZolt#31077,Preston B - Vorbis#46420,2-0,,1,"GG, fun first feature match!",
6/24/2024 22:40:28,Evan C - PeasOfCrab#00133,Sawyer T - soyboy#35469,2-1,,1,,
6/24/2024 22:51:28,DeWitt K - SeethingOctopus#02129,Paul S - YungChunk#45977,2-1,,1,,
6/24/2024 22:52:55,Wei C - Azayaka#83352,Aaron A - Eclipse2470#03650,2-1,,1,,
6/24/2024 22:55:17,Chris O - Chriso91#46230,Jon B - Jbuckeye#49321,2-0,,1,,
6/24/2024 22:58:44,Aaron B - Bevelman#18220,Matt F - MadeMyBus#92429,2-0,,1,,
6/24/2024 23:38:24,Wei C - Azayaka#83352,Johnny M - Johnny#69519,2-1,,1,,
6/24/2024 23:55:43,Matt F - MadeMyBus#92429,Evan C - PeasOfCrab#00133,2-1,,1,,
6/25/2024 0:23:39,Cody-Rayce MG - Rayce#56572,Kyle C - AFKyle#29319,2-0,,1,ggs,
6/25/2024 0:45:10,Matt F - MadeMyBus#92429,Matt K - KirbyKong#37457,2-1,,1,,
6/25/2024 0:54:55,Cody-Rayce MG - Rayce#56572,Nick W - Wheelo#89557,2-0,,1,ggs mulligans :(,
6/25/2024 10:22:10,Nik S - njsiii#50504,Jordan M - JMTron#46639,2-0,,1,,
6/25/2024 10:46:22,Dirk E - BegginBlue#16667,Cyril C - knightt76#92032,2-0,,1,Good games,
6/25/2024 11:06:07,Craig B - DraftHavoc#97754,Duncan M - RobRoyDuncan#16652,2-1,,1,,
6/25/2024 11:28:11,James T - RevisedIsland#19780,Jordan M - JMTron#46639,2-1,,1,GG,
6/25/2024 12:47:53,Nick A - Nistar#14127,Matthias H - Rezreh#11308,2-0,,1,,
6/25/2024 13:20:58,Chris O - Chriso91#46230,Matthias H - Rezreh#11308,2-1,,1,,
6/25/2024 13:45:54,Jordan M - JMTron#46639,Lotte P - Lotte #93345,2-1,,1,,
6/25/2024 14:12:46,Duncan M - RobRoyDuncan#16652,Matthias H - Rezreh#11308,2-1,,1,,
6/25/2024 14:34:49,Daniel G - FriskyHobbit#43185,Nik S - njsiii#50504,2-0,,1,,
6/25/2024 15:06:54,Nik S - njsiii#50504,Justin P - Code Pigeon#84057,2-1,,1,,
6/25/2024 15:25:39,Daniel G - FriskyHobbit#43185,Nadir C - Diddy#38922,2-0,,1,,
6/25/2024 15:46:23,Joaquin E - DiabolicMachine#23891,Justin P - Code Pigeon#84057,2-1,,1,,
6/25/2024 16:18:57,Shuo L - Tamamo#30654,Jordan M - JMTron#46639,2-0,,1,,
6/25/2024 16:25:57,Kyle C - AFKyle#29319,Craig B - DraftHavoc#97754,2-1,,1,,
6/25/2024 16:31:15,Richard K - preacher26#59445,Justin P - Code Pigeon#84057,2-1,,1,,
6/25/2024 16:35:10,Ryan M - rrrn22#32842,Christian L - xXAlpineXx#54284,2-0,,1,,
6/25/2024 17:21:47,Shuo L - Tamamo#30654,Ryan M - rrrn22#32842,2-1,,1,,
6/25/2024 17:23:28,Dan H - dan12456#37617,Christian L - xXAlpineXx#54284,2-0,,1,,
6/25/2024 17:38:58,Justin P - Code Pigeon#84057,Max B - baymillionaire#63544,2-0,,1,,
6/25/2024 17:49:21,Dan H - dan12456#37617,Matthias H - Rezreh#11308,2-0,,1,,
6/25/2024 18:26:13,Dan H - dan12456#37617,Mike V - Lostinthewarp#09717,2-1,,1,,
6/25/2024 19:19:19,Jordan M - JMTron#46639,Justin P - Code Pigeon#84057,2-0,,1,,
6/25/2024 19:41:32,Maranda L - BlackCanary#59791,Edgar A - PlayfulTerror#04926,2-1,,1,,
6/25/2024 20:18:11,Thomas C - jamberine#68248,Jordan M - JMTron#46639,2-0,,1,,
6/25/2024 21:16:49,Zach L - Redwood#12970,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,
6/25/2024 21:22:44,Jordan M - JMTron#46639,Nick W - Wheelo#89557,2-0,,1,,
6/25/2024 21:32:06,Mitchel S - SpaghettiMitch#18619,Ryan D - TheSlickness#10857,2-1,,1,,
6/25/2024 21:40:48,James M - Sol_Ring#09384,James T - RevisedIsland#19780,2-1,,1,,
6/25/2024 22:12:23,Mitchel S - SpaghettiMitch#18619,Alex O - NLP#02898,2-1,,1,,
6/25/2024 22:14:36,Blake R - Trogdorr#20061,James T - RevisedIsland#19780,2-1,,1,,
6/25/2024 22:52:00,Aaron B - Bevelman#18220,Michael B - Monkeymage#12141,2-1,,1,GGs!,
6/25/2024 23:00:10,Christopher G - oompaloompa#65002,Maranda L - BlackCanary#59791,2-0,,1,,
6/26/2024 0:29:49,Patrick M - FullestJ#22936,Maranda L - BlackCanary#59791,2-1,,1,,
6/26/2024 1:07:57,Alex H - Merriman#08092,Patrick M - FullestJ#22936,2-0,,1,,
6/26/2024 2:34:02,Nick W - Wheelo#89557,Paul G - TheDragon#61289,2-0,,1,,
6/26/2024 8:43:52,Cédric L - Hota#65816,Evan C - PeasOfCrab#00133,2-1,,1,,
6/26/2024 9:14:56,Cédric L - Hota#65816,Dirk E - BegginBlue#16667,2-0,,1,,
6/26/2024 9:51:48,Tom M - TomSoniQ#28649,Cédric L - Hota#65816,2-1,,1,,
6/26/2024 10:18:55,Mike N - Gosu#85506,Cédric L - Hota#65816,2-0,,1,ggwp,
6/26/2024 10:59:15,Cédric L - Hota#65816,Matt K - KirbyKong#37457,2-0,,1,,
6/26/2024 11:27:21,Adam S - wizma#29010,Mike N - Gosu#85506,2-1,,1,Good games!,
