Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,Messaged?
7/9/2024 23:01:50,Alex O - NLP#02898,Alex H - Merriman#08092,2-0,,1,Deathtouch + Trample vs double Chrysalis :O,
7/9/2024 23:14:49,Sylvain T - Iquitos#15484,Kevin I - kni1993#29285,2-1,,1,,
7/9/2024 23:16:59,Christopher S - Stemz#96067,Damon B - Nomad#43918,2-1,,1,gg,
7/9/2024 23:52:30,Alex H - Merriman#08092,Sylvain T - Iquitos#15484,2-0,,1,,
7/9/2024 23:57:15,Wei C - Azayaka#83352,Mitchel S - SpaghettiMitch#18619,2-1,,1,,
7/10/2024 0:12:35,Johnny M - Johnny#69519,Kyle C - AFKyle#29319,2-0,,1,,
7/10/2024 8:22:23,Cédric L - Hota#65816,Damon B - Nomad#43918,2-0,,1,,
7/10/2024 8:57:38,Tony G - YnotRock#76764,Damon B - Nomad#43918,2-0,,1,,
7/10/2024 9:23:47,Cédric L - Hota#65816,Peter B - Celsius232#44031,2-1,,1,,
7/10/2024 11:12:59,Tom M - TomSoniQ#28649,Jeremy E - Lhurgoyf#37289,2-0,,1,,
7/10/2024 12:05:19,Duncan M - RobRoyDuncan#16652,Adam S - wizma#29010,2-0,,1,,
7/10/2024 14:32:55,Ryan M - rrrn22#32842,Emmett F - Sepulchure#51526,2-1,,1,,
7/10/2024 14:39:21,Wei C - Azayaka#83352,Duncan M - RobRoyDuncan#16652,2-1,,1,,
7/10/2024 15:19:17,Ryan M - rrrn22#32842,François R - Ayora#29960,2-0,,1,,
7/10/2024 16:00:08,Ryan M - rrrn22#32842,Richard K - preacher26#59445,2-1,,1,,
7/10/2024 16:09:34,François R - Ayora#29960,Wesley C - GigaVoltaic#11782,2-0,,1,,
7/10/2024 16:17:33,Alex O - NLP#02898,Emmett F - Sepulchure#51526,2-1,,1,Phoenix and the tapping eldrazi went hard in this match.,
7/10/2024 16:40:37,Matthias H - Rezreh#11308,Ryan M - rrrn22#32842,2-0,,1,,
7/10/2024 16:54:54,Wesley C - GigaVoltaic#11782,Alex O - NLP#02898,2-0,,1,spaghetti,
7/10/2024 19:41:11,Chris R - Sinkwater#27508,Preston B - Vorbis#46420,2-1,,1,,
7/10/2024 19:59:26,Alex H - Merriman#08092,Dirk E - BegginBlue#16667,2-0,,1,,
7/10/2024 21:11:22,Zeke W - smarmyplatapus#30066,Zev G - Meep3278#19615,2-0,,1,Now to work my way up the alphabet.,
7/10/2024 21:34:16,Zeke W - smarmyplatapus#30066,Shuo L - Tamamo#30654,2-0,,1,ggs,
7/10/2024 22:12:08,Joaquin E - DiabolicMachine#23891,Chris R - Sinkwater#27508,2-1,,1,,
7/10/2024 23:52:59,Zach C - ZachCarr#31881,Daniel M - HPWizard#40332,2-1,,1,GGs,
7/11/2024 10:54:21,Joaquin E - DiabolicMachine#23891,Paul S - YungChunk#45977,2-0,,1,,
7/11/2024 11:01:40,Alex S - Nicol Bolas#02755,Enrique O - Caex#39549,2-0,,1,,
7/11/2024 11:35:12,Alex S - Nicol Bolas#02755,Daniel G - FriskyHobbit#43185,2-1,,1,,
7/11/2024 11:38:17,Wesley C - GigaVoltaic#11782,Paul S - YungChunk#45977,2-1,,1,,
7/11/2024 12:18:20,Duncan M - RobRoyDuncan#16652,Philip B - Plipster#75000,2-0,,1,,
7/11/2024 13:14:28,Philip B - Plipster#75000,Paul S - YungChunk#45977,2-1,,1,,
7/11/2024 13:37:49,Philip B - Plipster#75000,Alex H - Merriman#08092,2-0,,1,,
7/11/2024 15:09:01,Philip B - Plipster#75000,Wei C - Azayaka#83352,2-1,,1,,
7/11/2024 15:21:21,Philip B - Plipster#75000,Matthias H - Rezreh#11308,2-0,,1,,
7/11/2024 15:59:35,Wesley C - GigaVoltaic#11782,Evan L - Evan#97713,2-1,,1,,
7/11/2024 16:20:23,Chris O - Chriso91#46230,Avery JB - Averyoftheelves#92950,2-1,,1,,
7/11/2024 17:02:47,Johnny M - Johnny#69519,Thijn H - Thi-Jin#83537,2-1,,1,,
7/11/2024 17:46:07,Christopher S - Stemz#96067,Gabe P - GLP#6825,2-0,,1,gg,
7/11/2024 19:31:09,James Mc - Fireball#69952,Zach C - ZachCarr#31881,2-0,,1,,
7/11/2024 20:16:49,James Mc - Fireball#69952,Preston B - Vorbis#46420,2-0,,1,,
7/11/2024 20:39:27,Michael M - Atombomb11991#07305,Joe T - elasticity#07466,2-0,,1,,
7/11/2024 20:56:23,Michael M - Atombomb11991#07305,Mitchel S - SpaghettiMitch#18619,2-0,,1,,
7/11/2024 21:34:20,Christopher S - Stemz#96067,Michael M - Atombomb11991#07305,2-0,,1,GG,
7/11/2024 21:54:17,Daniel M - HPWizard#40332,Chris D - Stereolab#37691,2-1,,1,,
7/11/2024 22:26:46,Christopher G - oompaloompa#65002,Julian K - Citizen_Snippies#31245,2-1,,1,,
7/11/2024 22:31:13,James Mc - Fireball#69952,Daniel M - HPWizard#40332,2-0,,1,,
7/11/2024 22:36:57,Christopher S - Stemz#96067,Aaron B - Bevelman#18220,2-1,,1,gg,
7/11/2024 22:56:58,Chris D - Stereolab#37691,James Mc - Fireball#69952,2-1,,1,,
7/11/2024 23:40:28,Daniel M - HPWizard#40332,Peter B - Celsius232#44031,2-1,,1,,
7/11/2024 23:44:34,Chris D - Stereolab#37691,Ron C - Lennor#52740,2-1,,1,,
7/12/2024 0:24:43,Aaron B - Bevelman#18220,Chris D - Stereolab#37691,2-1,,1,ggs,
7/12/2024 1:23:29,Ryan M - rrrn22#32842,Maranda L - BlackCanary#59791,2-1,,1,,
7/12/2024 5:49:59,Jethro J - bigxjulius#88849,Cédric L - Hota#65816,2-0,,1,,
7/12/2024 7:48:01,Wesley C - GigaVoltaic#11782,Cédric L - Hota#65816,2-0,,1,,
7/12/2024 8:11:52,Cédric L - Hota#65816,Max B - baymillionaire#63544,2-1,,1,,
7/12/2024 8:57:30,Wesley C - GigaVoltaic#11782,Max B - baymillionaire#63544,2-1,,1,GGs,
7/12/2024 10:05:23,Tom M - TomSoniQ#28649,Max B - baymillionaire#63544,2-1,,1,,
7/12/2024 10:26:09,Alex S - Nicol Bolas#02755,Paul S - YungChunk#45977,2-0,,1,,
7/12/2024 10:30:27,Adam S - wizma#29010,Jethro J - bigxjulius#88849,2-0,,1,Good games!,
7/12/2024 10:49:23,Joe T - elasticity#07466,Damon B - Nomad#43918,2-1,,1,,
7/12/2024 10:52:16,Alex S - Nicol Bolas#02755,Adam S - wizma#29010,2-0,,1,,
7/12/2024 11:11:59,Alex S - Nicol Bolas#02755,Mike V - Lostinthewarp#09717,2-0,,1,,
7/12/2024 11:32:34,Maranda L - BlackCanary#59791,Emmett F - Sepulchure#51526,2-1,,1,,
7/12/2024 12:03:18,Joe T - elasticity#07466,Jethro J - bigxjulius#88849,2-1,,1,,
7/12/2024 15:25:09,Enrique O - Caex#39549,Duncan M - RobRoyDuncan#16652,2-1,,1,"I missed the evoke-retrace bug, we talked about it and decided to report the match but write in LC",
7/12/2024 16:00:37,Max B - baymillionaire#63544,Avery JB - Averyoftheelves#92950,2-0,,1,ez for me,
7/12/2024 16:25:25,Jo H - JoCool#84350,Jeremy E - Lhurgoyf#37289,2-0,,1,,
7/12/2024 17:34:20,Philip B - Plipster#75000,Oskar T - ossytubbi#87966,2-0,,1,,
7/12/2024 18:10:40,Oskar T - ossytubbi#87966,Thomas C - jamberine#68248,2-1,,1,,
7/12/2024 18:31:27,Oskar T - ossytubbi#87966,Jordan M - JMTron#46639,2-0,,1,,
7/12/2024 18:51:21,Oskar T - ossytubbi#87966,Nicholas K - Bionick#55161,2-0,,1,,
7/12/2024 19:11:51,Thomas C - jamberine#68248,Jordan M - JMTron#46639,2-0,,1,,
7/12/2024 19:19:05,DeWitt K - SeethingOctopus#02129,Oskar T - ossytubbi#87966,2-0,,1,ggs!,
7/12/2024 19:33:29,Zach C - ZachCarr#31881,Thomas C - jamberine#68248,2-0,,1,GGs,
7/12/2024 19:55:40,DeWitt K - SeethingOctopus#02129,Jordan M - JMTron#46639,2-0,,1,ggs!,
7/12/2024 20:39:43,Zack H - HackZolt#31077,Zach C - ZachCarr#31881,2-1,,1,GGs!,
7/12/2024 20:42:29,DeWitt K - SeethingOctopus#02129,Thomas C - jamberine#68248,2-1,,1,ggs,
7/12/2024 20:50:18,Zeke W - smarmyplatapus#30066,Alex O - NLP#02898,2-0,,1,ggs!,
7/12/2024 21:18:26,Zach C - ZachCarr#31881,DeWitt K - SeethingOctopus#02129,2-0,,1,GGs,
7/12/2024 21:41:17,Steve T - strout#45062,Thomas C - jamberine#68248,2-1,,1,GGs!,
7/12/2024 22:03:42,Zach C - ZachCarr#31881,Christopher G - oompaloompa#65002,2-0,,1,GGs,
7/12/2024 22:13:22,DeWitt K - SeethingOctopus#02129,Steve T - strout#45062,2-0,,1,ggs,
7/12/2024 22:44:10,Zach C - ZachCarr#31881,Bob P - HIT#08120,2-1,,1,GGs,
7/12/2024 22:47:13,Christopher G - oompaloompa#65002,Daniel G - FriskyHobbit#43185,2-1,,1,,
7/12/2024 23:45:12,Daniel G - FriskyHobbit#43185,Damon B - Nomad#43918,2-0,,1,,
7/12/2024 23:58:30,Christopher G - oompaloompa#65002,Evan L - Evan#97713,2-1,,1,,
7/13/2024 6:40:18,Nick A - Nistar#14127,Jethro J - bigxjulius#88849,2-1,,1,,
7/13/2024 9:14:23,Zack H - HackZolt#31077,Christopher G - oompaloompa#65002,2-0,,1,GGs!,
7/13/2024 11:54:03,Steve T - strout#45062,Paul G - TheDragon#61289,2-1,,1,GGs!,
7/13/2024 13:43:17,Steve T - strout#45062,Bob P - HIT#08120,2-1,,1,GGs!,
7/13/2024 14:50:18,Michael B - Monkeymage#12141,Maranda L - BlackCanary#59791,2-0,,1,,
7/13/2024 15:07:56,Zack H - HackZolt#31077,Steve T - strout#45062,2-1,,1,"GG, fun game two",
7/13/2024 15:09:11,Jordan M - JMTron#46639,Daniel H - Cosmonaught#43147,2-0,,1,,
7/13/2024 15:38:37,John P - gokuorgohome#51511,Michael B - Monkeymage#12141,2-1,,1,,
7/13/2024 15:51:41,Jeremy E - Lhurgoyf#37289,Maranda L - BlackCanary#59791,2-0,,1,ggs friend :),
7/13/2024 16:14:03,Nick A - Nistar#14127,Wesley C - GigaVoltaic#11782,2-0,,1,,
7/13/2024 19:50:39,Christopher S - Stemz#96067,Nick A - Nistar#14127,2-0,,1,gg,
7/13/2024 20:34:47,Christopher S - Stemz#96067,John P - gokuorgohome#51511,2-1,,1,gg,
7/13/2024 21:08:34,Bob P - HIT#08120,Richard K - preacher26#59445,2-0,,1,ggs!,
7/13/2024 22:11:45,Jordan M - JMTron#46639,Bob P - HIT#08120,2-0,,1,,
7/13/2024 23:55:47,Michael B - Monkeymage#12141,Christopher S - Stemz#96067,2-0,,1,,
7/14/2024 0:51:29,Michael B - Monkeymage#12141,Jack H - Rakic#98298,2-1,,1,,
7/14/2024 10:49:27,Jo H - JoCool#84350,Mike N - Gosu#85506,2-0,,1,,
7/14/2024 10:51:32,Jethro J - bigxjulius#88849,Johnny M - Johnny#69519,2-0,,1,,
7/14/2024 11:13:00,Christopher G - oompaloompa#65002,Dan H - dan12456#37617,2-0,,1,,
7/14/2024 12:58:32,François R - Ayora#29960,Evan C - PeasOfCrab#00133,2-0,,1,,
7/14/2024 13:17:06,Daniel H - Cosmonaught#43147,Zack H - HackZolt#31077,2-0,,1,,
7/14/2024 13:41:07,Bob P - HIT#08120,Daniel H - Cosmonaught#43147,2-1,,1,ggs!,
7/14/2024 13:46:11,Zack H - HackZolt#31077,Richard K - preacher26#59445,2-0,,1,GGs,
7/14/2024 14:28:46,Daniel H - Cosmonaught#43147,Daniel G - FriskyHobbit#43185,2-1,,1,,
7/14/2024 17:25:01,Tony G - YnotRock#76764,Daniel M - HPWizard#40332,2-1,,1,,
7/14/2024 17:54:44,Tony G - YnotRock#76764,Jeremy E - Lhurgoyf#37289,2-0,,1,,
7/14/2024 18:52:53,Ryan M - rrrn22#32842,Preston B - Vorbis#46420,2-0,,1,,
7/14/2024 19:21:24,James Mc - Fireball#69952,Miguel B - Ethereus#60108,2-1,,1,,
7/14/2024 20:13:10,Richard K - preacher26#59445,Aaron B - Bevelman#18220,2-1,,1,,
7/14/2024 20:56:22,Jack H - Rakic#98298,Miguel B - Ethereus#60108,2-1,,1,,
7/14/2024 21:03:05,Joaquin E - DiabolicMachine#23891,Johnny M - Johnny#69519,2-0,,1,,
7/14/2024 23:00:05,Joaquin E - DiabolicMachine#23891,Ryan M - rrrn22#32842,2-1,,1,,
7/14/2024 23:12:32,Daniel G - FriskyHobbit#43185,Michael M - Atombomb11991#07305,2-0,,1,,
7/14/2024 23:14:00,Matthew G - Wolfeye#03170,Michael B - Monkeymage#12141,2-1,,1,ggs,
7/14/2024 23:39:19,Dan H - dan12456#37617,Zeke W - smarmyplatapus#30066,2-1,,1,,
7/15/2024 0:46:34,Emmett F - Sepulchure#51526,Michael M - Atombomb11991#07305,2-0,,1,,
7/15/2024 1:30:24,Matthew G - Wolfeye#03170,Dan H - dan12456#37617,2-0,,1,ggs,
7/15/2024 8:25:43,François R - Ayora#29960,Nick A - Nistar#14127,2-1,,1,,
7/15/2024 8:31:40,Tom M - TomSoniQ#28649,Tony G - YnotRock#76764,2-0,,1,,
7/15/2024 9:02:51,Tony G - YnotRock#76764,Chris O - Chriso91#46230,2-0,,1,,
7/15/2024 9:57:26,Tom M - TomSoniQ#28649,Chris O - Chriso91#46230,2-1,,1,,
7/15/2024 11:42:39,Dan H - dan12456#37617,Chris O - Chriso91#46230,2-0,,1,,
7/15/2024 12:07:34,Tom M - TomSoniQ#28649,Thijn H - Thi-Jin#83537,2-1,,1,,
7/15/2024 12:31:29,Nick A - Nistar#14127,Thijn H - Thi-Jin#83537,2-0,,1,,
7/15/2024 13:18:23,Thijn H - Thi-Jin#83537,Daniel H - Cosmonaught#43147,2-1,,1,,
7/15/2024 14:18:05,Joaquin E - DiabolicMachine#23891,Zack H - HackZolt#31077,2-1,,1,,
7/15/2024 15:21:42,François R - Ayora#29960,Duncan M - RobRoyDuncan#16652,2-0,,1,,
7/15/2024 15:45:05,Dan H - dan12456#37617,Ryan M - rrrn22#32842,2-1,,1,,
7/15/2024 15:45:41,François R - Ayora#29960,Sawyer T - soyboy#35469,2-0,,1,,
7/15/2024 16:54:55,Zack H - HackZolt#31077,Sawyer T - soyboy#35469,2-1,,1,GGs,
7/15/2024 18:22:59,Avery JB - Averyoftheelves#92950,Chris R - Sinkwater#27508,2-0,,1,"ggs, Skoa burn saved me both games",
7/15/2024 19:21:55,James Mc - Fireball#69952,Chris R - Sinkwater#27508,2-0,,1,,
7/15/2024 19:48:07,John P - gokuorgohome#51511,Cody-Rayce MG - Rayce#56572,2-1,,1,ggs cody,
7/15/2024 19:53:45,Preston B - Vorbis#46420,Daniel G - FriskyHobbit#43185,2-1,,1,,
7/15/2024 20:10:43,Richard K - preacher26#59445,Jack H - Rakic#98298,2-1,,1,,
7/15/2024 20:31:12,Jack H - Rakic#98298,Cody-Rayce MG - Rayce#56572,2-0,,1,,
7/15/2024 20:46:42,Emmett F - Sepulchure#51526,James Mc - Fireball#69952,2-1,,1,,
7/15/2024 21:25:52,Miguel B - Ethereus#60108,Matt F - MadeMyBus#92429,2-1,,1,GGs!,
7/15/2024 22:05:22,Jack H - Rakic#98298,Evan C - PeasOfCrab#00133,2-1,,1,,
7/15/2024 22:32:20,Chris R - Sinkwater#27508,Caleb G - Whynaut#28590,2-1,,1,,
7/16/2024 0:46:18,Joaquin E - DiabolicMachine#23891,Evan C - PeasOfCrab#00133,2-1,,1,,
7/16/2024 1:23:54,Emmett F - Sepulchure#51526,Miguel B - Ethereus#60108,2-1,,1,,
7/16/2024 4:16:21,Jethro J - bigxjulius#88849,François R - Ayora#29960,2-0,,1,,
7/16/2024 10:18:45,Duncan M - RobRoyDuncan#16652,Jethro J - bigxjulius#88849,2-0,,1,,
7/16/2024 12:11:55,Joe T - elasticity#07466,Avery JB - Averyoftheelves#92950,2-0,,1,,
7/16/2024 13:21:11,Patrick M - FullestJ#22936,Philip B - Plipster#75000,2-0,,1,,
7/16/2024 14:26:46,Patrick M - FullestJ#22936,John P - gokuorgohome#51511,2-1,,1,,
7/16/2024 15:00:25,Richard K - preacher26#59445,Patrick M - FullestJ#22936,2-1,,1,,
7/16/2024 16:11:33,Patrick M - FullestJ#22936,Mitchel S - SpaghettiMitch#18619,2-1,,1,,
7/16/2024 18:16:26,Preston B - Vorbis#46420,Chris R - Sinkwater#27508,2-1,,1,,
7/16/2024 19:44:35,Jo H - JoCool#84350,Kyle C - AFKyle#29319,2-0,,1,,
7/16/2024 20:07:08,Jo H - JoCool#84350,Johnny M - Johnny#69519,2-0,,1,,
7/16/2024 20:50:44,Jo H - JoCool#84350,Aaron B - Bevelman#18220,2-1,,1,,
7/16/2024 21:25:01,Jo H - JoCool#84350,Joaquin E - DiabolicMachine#23891,2-0,,1,,
7/16/2024 21:32:55,Matt F - MadeMyBus#92429,Aaron B - Bevelman#18220,2-0,,1,,
7/17/2024 0:06:59,Sawyer T - soyboy#35469,Evan C - PeasOfCrab#00133,2-0,,1,,
7/17/2024 1:32:38,Patrick M - FullestJ#22936,Matthew G - Wolfeye#03170,2-0,,1,,
7/17/2024 10:56:59,Duncan M - RobRoyDuncan#16652,Tony G - YnotRock#76764,2-1,,1,,
7/17/2024 11:06:30,Alex S - Nicol Bolas#02755,Tom M - TomSoniQ#28649,2-0,,1,,
7/17/2024 11:38:25,Alex S - Nicol Bolas#02755,Nik S - njsiii#50504,2-0,,1,,
7/17/2024 13:02:05,Richard K - preacher26#59445,Alex S - Nicol Bolas#02755,2-0,,1,,
7/17/2024 13:48:47,Emmett F - Sepulchure#51526,Tom M - TomSoniQ#28649,2-1,,1,,
7/17/2024 15:51:24,Sawyer T - soyboy#35469,Duncan M - RobRoyDuncan#16652,2-1,,1,,
7/17/2024 16:38:38,Emmett F - Sepulchure#51526,Kyle C - AFKyle#29319,2-1,,1,,
7/17/2024 17:57:24,Christopher S - Stemz#96067,Kyle C - AFKyle#29319,2-1,,1,gg,
7/17/2024 22:17:27,Wei C - Azayaka#83352,Miguel B - Ethereus#60108,2-1,,1,,
7/17/2024 22:24:46,Johnny M - Johnny#69519,Richard K - preacher26#59445,2-1,,1,3rd try!,
7/17/2024 23:05:14,Enrique O - Caex#39549,Evan C - PeasOfCrab#00133,2-0,,1,,
7/17/2024 23:10:57,Dan A - BEATDOWNBRINGA#04779,Wei C - Azayaka#83352,2-1,,1,,
7/17/2024 23:15:39,Emmett F - Sepulchure#51526,Mitchel S - SpaghettiMitch#18619,2-1,,1,,
7/17/2024 23:37:56,Wei C - Azayaka#83352,Enrique O - Caex#39549,2-0,,1,,
7/18/2024 0:20:10,Enrique O - Caex#39549,Matthew G - Wolfeye#03170,2-0,,1,,
7/18/2024 1:05:22,Matt F - MadeMyBus#92429,Christopher S - Stemz#96067,2-0,,1,,
7/18/2024 10:49:03,Cédric L - Hota#65816,Enrique O - Caex#39549,2-1,,1,,
7/18/2024 11:18:32,Philip B - Plipster#75000,Cédric L - Hota#65816,2-0,,1,,
7/18/2024 12:51:16,Joe T - elasticity#07466,Harry B - Midnight_0il#97781,2-0,,1,,
7/18/2024 12:54:06,Dan A - BEATDOWNBRINGA#04779,Duncan M - RobRoyDuncan#16652,2-0,,1,,
7/18/2024 14:02:24,Philip B - Plipster#75000,Joe T - elasticity#07466,2-1,,1,,
7/18/2024 14:34:20,Sawyer T - soyboy#35469,Philip B - Plipster#75000,2-0,,1,,
7/18/2024 16:26:11,Cédric L - Hota#65816,James Mc - Fireball#69952,2-0,,1,,
7/18/2024 18:17:49,Dan A - BEATDOWNBRINGA#04779,Preston B - Vorbis#46420,2-1,,1,,
7/18/2024 22:33:28,Duncan M - RobRoyDuncan#16652,Matt F - MadeMyBus#92429,2-0,,1,,
7/18/2024 22:40:11,Adam S - wizma#29010,Aaron B - Bevelman#18220,2-0,,1,Great games!,
7/19/2024 0:12:15,Adam S - wizma#29010,Johnny M - Johnny#69519,2-1,,1,"Great games, great league! Thanks for all your hard work making these fun",
7/19/2024 1:08:25,Adam S - wizma#29010,Dan A - BEATDOWNBRINGA#04779,2-0,,1,Sorry about the lands! See you next league!,
7/19/2024 9:44:53,Cédric L - Hota#65816,Adam S - wizma#29010,2-1,,1,,
7/19/2024 11:29:10,Dan A - BEATDOWNBRINGA#04779,Alex S - Nicol Bolas#02755,2-1,,1,,
7/19/2024 13:15:55,Thijn H - Thi-Jin#83537,Alex S - Nicol Bolas#02755,2-1,,1,,
7/19/2024 14:04:20,Dan A - BEATDOWNBRINGA#04779,Matt F - MadeMyBus#92429,2-0,,1,,
7/19/2024 15:50:25,Thijn H - Thi-Jin#83537,Cédric L - Hota#65816,2-1,,1,,
7/19/2024 17:43:07,Sawyer T - soyboy#35469,Philip B - Plipster#75000,2-0,,1,,
7/19/2024 17:58:38,Jack H - Rakic#98298,Joaquin E - DiabolicMachine#23891,2-1,,1,Good games!,
7/19/2024 18:21:52,Emmett F - Sepulchure#51526,Nick A - Nistar#14127,2-1,,1,,
7/19/2024 18:30:21,Thomas C - jamberine#68248,Preston B - Vorbis#46420,2-0,,1,,
7/19/2024 18:38:03,Sawyer T - soyboy#35469,Daniel G - FriskyHobbit#43185,2-0,,1,,
7/19/2024 18:47:19,Evan C - PeasOfCrab#00133,Nick A - Nistar#14127,2-1,,1,,
7/19/2024 18:55:57,Dan A - BEATDOWNBRINGA#04779,Thomas C - jamberine#68248,2-0,,1,,
7/19/2024 19:17:02,Evan C - PeasOfCrab#00133,Richard K - preacher26#59445,2-0,,1,,
7/19/2024 19:42:08,Michael B - Monkeymage#12141,Jo H - JoCool#84350,2-0,,1,,
7/19/2024 20:02:43,Evan C - PeasOfCrab#00133,Michael B - Monkeymage#12141,2-0,,1,,
7/19/2024 20:39:26,Jordan M - JMTron#46639,Evan C - PeasOfCrab#00133,2-1,,1,,
7/19/2024 20:55:31,Sawyer T - soyboy#35469,Joaquin E - DiabolicMachine#23891,2-0,,1,,
7/19/2024 21:21:45,Jordan M - JMTron#46639,Bob P - HIT#08120,2-1,,1,,
7/19/2024 21:47:07,Christopher G - oompaloompa#65002,DeWitt K - SeethingOctopus#02129,2-1,,1,,
7/19/2024 22:22:04,Dan A - BEATDOWNBRINGA#04779,Sawyer T - soyboy#35469,2-0,,1,,
7/19/2024 22:53:43,Joaquin E - DiabolicMachine#23891,Zack H - HackZolt#31077,2-1,,1,,
7/19/2024 23:08:55,Bob P - HIT#08120,Christopher G - oompaloompa#65002,2-1,,1,,
7/19/2024 23:27:35,Dan A - BEATDOWNBRINGA#04779,Zack H - HackZolt#31077,2-0,,1,,
7/20/2024 9:55:44,Nick A - Nistar#14127,Bob P - HIT#08120,2-0,,1,,
7/20/2024 16:36:34,Emmett F - Sepulchure#51526,Matt F - MadeMyBus#92429,2-1,,1,,
7/20/2024 17:33:35,Jordan M - JMTron#46639,Daniel G - FriskyHobbit#43185,2-0,,1,,
7/20/2024 17:59:17,Jordan M - JMTron#46639,Nick A - Nistar#14127,2-0,,1,,
7/20/2024 19:15:45,Wei C - Azayaka#83352,Michael B - Monkeymage#12141,2-1,,1,,
7/20/2024 19:52:25,Jack H - Rakic#98298,Nick A - Nistar#14127,2-0,,1,,
7/20/2024 22:56:37,Michael B - Monkeymage#12141,Duncan M - RobRoyDuncan#16652,2-0,,1,,
7/20/2024 23:23:10,Christopher S - Stemz#96067,Jack H - Rakic#98298,2-0,,1,gg,
7/21/2024 10:52:39,Emmett F - Sepulchure#51526,Thijn H - Thi-Jin#83537,2-1,,1,,
7/21/2024 12:42:36,Daniel H - Cosmonaught#43147,Patrick M - FullestJ#22936,2-1,,1,,
7/21/2024 14:11:29,Daniel H - Cosmonaught#43147,Christopher S - Stemz#96067,2-0,,1,,
7/21/2024 15:14:00,Dan H - dan12456#37617,Daniel H - Cosmonaught#43147,2-1,,1,,
7/21/2024 16:32:16,Michael B - Monkeymage#12141,Christopher G - oompaloompa#65002,2-0,,1,,
7/21/2024 17:10:14,Dan H - dan12456#37617,Daniel G - FriskyHobbit#43185,2-1,,1,ggs,
7/21/2024 17:36:53,Christopher G - oompaloompa#65002,Dan H - dan12456#37617,2-0,,1,,
7/21/2024 20:41:19,Wei C - Azayaka#83352,James Mc - Fireball#69952,2-0,,1,,
7/21/2024 21:20:45,Joaquin E - DiabolicMachine#23891,Wei C - Azayaka#83352,2-1,,1,,
7/22/2024 20:26:22,Sawyer T - soyboy#35469,Zach C - ZachCarr#31881,2-0,,1,,
7/22/2024 21:09:32,Zach C - ZachCarr#31881,Joaquin E - DiabolicMachine#23891,2-1,,1,GGs,
7/22/2024 22:05:47,Emmett F - Sepulchure#51526,Zach C - ZachCarr#31881,2-0,,1,,
7/22/2024 23:28:28,Christopher G - oompaloompa#65002,Zach C - ZachCarr#31881,2-1,,1,,
7/23/2024 0:24:25,Zach C - ZachCarr#31881,Matt F - MadeMyBus#92429,2-1,,1,GGs,
7/23/2024 0:37:34,Dan A - BEATDOWNBRINGA#04779,Daniel G - FriskyHobbit#43185,2-1,,1,,
7/23/2024 18:54:10,James Mc - Fireball#69952,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,
7/23/2024 22:01:13,Daniel G - FriskyHobbit#43185,Alex S - Nicol Bolas#02755,2-1,,1,,
7/24/2024 18:06:59,Jordan M - JMTron#46639,James Mc - Fireball#69952,2-1,,1,,