Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,Punishment Pack,,Punishment Pack choice?
5/13/2023 23:16:29,Reed P - bigfingsnake#86869,Jacob V - Drysle#29533,2-0,,1,,ONE,,
5/13/2023 23:55:04,Jacob V - Drysle#29533,James S - TortillaThePun#11942,2-1,,1,"every mana counted in that game 3, wow!",ONE,,
5/14/2023 0:32:27,Wesley K - weslars#49889,Chris P - Joker01#66827,2-1,,1,,MOM,,
5/14/2023 11:03:51,Drake M - KoMODO#43282,Johnny M - Johnny#69519,2-1,,1,,MOM,,
5/14/2023 12:02:33,Richard K - preacher26#59445,Jeremy E - Lhurgoyf#37289,2-1,,1,,MOM,,
5/14/2023 12:03:41,Ron C - lennor#52740,Johnny M - Johnny#69519,2-0,,1,Gg,MID,,
5/14/2023 13:23:16,Pierre-Marc D - pmduguay#67919,Rafael F - Prudent#24319,2-1,,1,,MID,,
5/14/2023 14:08:36,Wyatt C - hotdolphin#30769,Pierre-Marc D - pmduguay#67919,2-0,,1,,RNA,,
5/14/2023 17:06:04,Dan A - BEATDOWNBRINGA#04779,Wyatt C - hotdolphin#30769,2-1,,1,,MOM,,
5/14/2023 18:42:27,Wyatt C - hotdolphin#30769,Damian S - ButCrackMagic#71223,2-0,,1,,ZNR,,
5/14/2023 19:53:26,Curtis K - Oblivion#40925,Damian S - ButCrackMagic#71223,2-1,,1,,ELIMINATION,,
5/14/2023 21:07:32,Bob P - HIT#08120,JP G - jaypiex#97612,2-1,,1,,ONE,,
5/14/2023 21:38:46,Bob P - HIT#08120,Johnny M - Johnny#69519,2-1,,1,,MID,,
5/14/2023 22:17:13,Pierre-Marc D - pmduguay#67919,Bob P - HIT#08120,2-1,,1,,MOM,,
5/14/2023 22:57:14,Jacob V - Drysle#29533,John R - Ged#72302,2-1,,1,,MOM,,
5/15/2023 0:22:13,Warren M - LinkThePlaneswalker33#61905,Jordan M - JMTron#46639,2-1,,1,,MID,,
5/15/2023 1:03:51,Sawyer T - soyboy#35469,Jacob V - Drysle#29533,2-0,,1,,ELIMINATION,,
5/15/2023 2:15:33,Philip B - Plipster#75000,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,THB,,
5/15/2023 13:45:34,Philip B - Plipster#75000,Warren M - LinkThePlaneswalker33#61905,2-1,,1,,ELD,,
5/15/2023 14:20:56,Chris P - Joker01#66827,Philip B - Plipster#75000,2-0,,1,,DOM,,
5/15/2023 15:15:40,Philip B - Plipster#75000,Jordan M - JMTron#46639,2-0,,1,,MID,,
5/15/2023 16:30:17,Shane K - Malfunktion#31013,Philip B - Plipster#75000,2-0,,1,,MID,,
5/15/2023 17:23:43,Serge T - Sergyboy514#39979,Drake M - KoMODO#43282,2-1,,1,,NEO,,
5/15/2023 17:56:44,Drake M - KoMODO#43282,Zeke W - smarmyplatapus#30066,2-0,,1,,MOM,,
5/15/2023 19:14:21,Serge T - Sergyboy514#39979,Rafael F - Prudent#24319,2-1,,1,,NEO,,
5/15/2023 20:01:35,Jordan M - JMTron#46639,Drake M - KoMODO#43282,2-1,,1,,GRN,,
5/15/2023 20:41:28,JP G - jaypiex#97612,Sawyer T - soyboy#35469,2-1,,1,,MOM,,
5/15/2023 20:55:17,Mitchel S - SpaghettiMitch#18619,Kevin I - kni1993#29285,2-0,,1,,ELIMINATION,,
5/15/2023 21:04:59,Dan A - BEATDOWNBRINGA#04779,Ryan D - TheSlickness#10857,2-0,,1,,VOW,,
5/15/2023 21:44:35,Jaidin M - MnemonicDevice#38774,Jake C - the_man_mulcahey#74753,2-1,,1,,MOM,,
5/15/2023 22:02:33,Jaidin M - MnemonicDevice#38774,Adam S - wizma#29010,2-0,,1,,MOM,,
5/15/2023 22:14:56,Ron C - lennor#52740,Chris R - Sinkwater#27508,2-0,,1,Gg,THB,,
5/15/2023 22:56:48,Zeke W - smarmyplatapus#30066,John R - Ged#72302,2-1,,1,ggs!,MOM,,
5/15/2023 23:19:58,Maranda L - BlackCanary#59791,Rafael F - Prudent#24319,2-0,,1,,NEO,,
5/16/2023 0:32:31,Sawyer T - soyboy#35469,Matthew K - Tortag#62633,2-0,,1,,ELIMINATION,,
5/16/2023 14:15:02,Evan C - PeasOfCrab#00133,Jaidin M - MnemonicDevice#38774,2-1,,1,,MID,,
5/16/2023 16:23:39,Noah B - Sisco#71800,Evan C - PeasOfCrab#00133,2-1,,1,,VOW,,
5/16/2023 17:26:01,Mitchel S - SpaghettiMitch#18619,Serge T - Sergyboy514#39979,2-1,,1,,NEO,,
5/16/2023 18:20:07,Adam S - wizma#29010,Curtis K - Oblivion#40925,2-1,,1,Good games!,NEO,,
5/16/2023 19:24:13,Michael M - Atombomb11991#07305,Curtis K - Oblivion#40925,2-0,,1,Player didn't select a pack and I don't want to mess with the planar conquest.,RIX,,
5/16/2023 20:42:06,Sawyer T - soyboy#35469,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,NEO,,
5/16/2023 23:22:13,Adam S - wizma#29010,Eric S - Smitte#94855,2-1,,1,Double Grimgrin! So much Kroxa! Stolen Hidetsugu! What a match!,VOW,,
5/16/2023 23:26:33,John R - Ged#72302,Mitchel S - SpaghettiMitch#18619,2-0,,1,ggs,VOW,,
5/17/2023 0:24:09,Evan C - PeasOfCrab#00133,James S - TortillaThePun#11942,2-1,,1,,ONE,,
5/17/2023 1:04:20,Evan C - PeasOfCrab#00133,Reed P - bigfingsnake#86869,2-0,,1,,MOM,,
5/17/2023 14:20:05,Lotte P - Lotte #93345,Russell S - rstad#89052,2-1,,1,,MID,,
5/17/2023 14:33:20,Reed P - bigfingsnake#86869,Zeke W - smarmyplatapus#30066,2-1,,1,,MOM,,
5/17/2023 15:14:18,Lotte P - Lotte #93345,Evan C - PeasOfCrab#00133,2-1,,1,,VOW,,
5/17/2023 15:17:18,Reed P - bigfingsnake#86869,Trent B - Edgelord42069#62642,2-1,,1,,ELD,,
5/17/2023 15:18:20,Maranda L - BlackCanary#59791,Shane K - Malfunktion#31013,2-0,,1,,MID,,
5/17/2023 16:16:19,Richard K - preacher26#59445,Jordan M - JMTron#46639,2-0,,1,,NEO,,
5/17/2023 18:29:46,Jake C - the_man_mulcahey#74753,Chris R - Sinkwater#27508,2-0,,1,,THB,,
5/17/2023 20:01:04,JP G - jaypiex#97612,Jake C - the_man_mulcahey#74753,2-0,,1,,MOM,,
5/17/2023 20:39:09,Michael M - Atombomb11991#07305,Russell S - rstad#89052,2-1,,1,,MID,,
5/17/2023 22:44:21,Chris R - Sinkwater#27508,Mitchel S - SpaghettiMitch#18619,2-1,,1,,NEO,,
5/17/2023 23:40:13,Chris R - Sinkwater#27508,Eric S - Smitte#94855,2-0,,1,,VOW,,
5/18/2023 0:21:04,Trevor F - treskies#75643,Noah B - Sisco#71800,2-0,,1,,MID,,
5/18/2023 0:41:05,Ryan D - TheSlickness#10857,Shuo L - Tamamo#30654,2-0,,1,,VOW,,
5/18/2023 11:59:07,Jeremy E - Lhurgoyf#37289,Drake M - KoMODO#43282,2-0,,1,,NEO,,
5/18/2023 13:22:21,Jake C - the_man_mulcahey#74753,Shane K - Malfunktion#31013,2-0,,1,,MID,,
5/18/2023 13:44:35,Lotte P - Lotte #93345,Chris P - Joker01#66827,2-0,,1,,VOW,,
5/18/2023 14:44:05,Eric S - Smitte#94855,Jaidin M - MnemonicDevice#38774,2-1,,1,,MID,,
5/18/2023 15:28:39,Reed P - bigfingsnake#86869,Jake C - the_man_mulcahey#74753,2-1,,1,,ONE,,
5/18/2023 15:50:58,Maranda L - BlackCanary#59791,Lotte P - Lotte #93345,2-0,,1,,VOW,,
5/18/2023 16:33:01,Richard K - preacher26#59445,Wei C - Azayaka#83352,2-1,,1,,MOM,,
5/18/2023 16:35:15,Trevor F - treskies#75643,Lotte P - Lotte #93345,2-0,,1,,VOW,,
5/18/2023 17:22:11,Jeremy E - Lhurgoyf#37289,Trevor F - treskies#75643,2-0,,1,,MID,,
5/18/2023 19:32:13,Noah B - Sisco#71800,Chris R - Sinkwater#27508,2-0,,1,,THB,,
5/18/2023 21:31:57,Michael M - Atombomb11991#07305,Noah B - Sisco#71800,2-1,,1,,THB,,
5/18/2023 21:51:05,James S - TortillaThePun#11942,Chris R - Sinkwater#27508,2-0,,1,,ELIMINATION,,
5/18/2023 22:59:45,John R - Ged#72302,Warren M - LinkThePlaneswalker33#61905,2-0,,1,,MOM,,
5/18/2023 23:13:13,Cody-Rayce MG - Rayce#56572,Zeke W - smarmyplatapus#30066,2-1,,1,ggs fck lands,MOM,,
5/19/2023 0:34:48,Mitchel S - SpaghettiMitch#18619,Ryan D - TheSlickness#10857,2-1,,1,,VOW,,
5/19/2023 2:09:55,Doug Co - daceris#24713,Steve T - strout#45062,2-0,,1,,ELIMINATION,,
5/19/2023 9:34:02,Michael M - Atombomb11991#07305,Rafael F - Prudent#24319,2-0,,1,,ELIMINATION,,
5/19/2023 11:52:11,Bill D - Cato Phoenix#70805,Eric S - Smitte#94855,2-1,,1,,VOW,,
5/19/2023 12:52:45,Bill D - Cato Phoenix#70805,Jaidin M - MnemonicDevice#38774,2-1,,1,,MID,,
5/19/2023 13:13:07,Wei C - Azayaka#83352,Maranda L - BlackCanary#59791,2-1,,1,,MOM,,
5/19/2023 13:41:51,Wei C - Azayaka#83352,Jaidin M - MnemonicDevice#38774,2-1,,1,,MID,,
5/19/2023 14:31:14,Chris P - Joker01#66827,Daniel G - FriskyHobbit#43185,2-0,,1,,MOM,,
5/19/2023 15:14:19,Jake C - the_man_mulcahey#74753,Warren M - LinkThePlaneswalker33#61905,2-1,,1,,ELIMINATION,,
5/19/2023 15:19:21,JP G - jaypiex#97612,Chris P - Joker01#66827,2-1,,1,,NEO,,
5/19/2023 16:06:45,Eric S - Smitte#94855,Wei C - Azayaka#83352,2-0,,1,,VOW,,
5/19/2023 16:53:01,Lotte P - Lotte #93345,John R - Ged#72302,2-1,,1,,ONE,,
5/19/2023 18:19:10,Lotte P - Lotte #93345,Ryan D - TheSlickness#10857,2-0,,1,,ELIMINATION,,
5/19/2023 20:17:01,Shane K - Malfunktion#31013,Bob P - HIT#08120,2-1,,1,,ELIMINATION,,
5/19/2023 22:07:31,Philip B - Plipster#75000,Pierre-Marc D - pmduguay#67919,2-1,,1,,MOM,,
5/19/2023 23:27:24,Chris P - Joker01#66827,Jordan M - JMTron#46639,2-0,,1,,NEO,,
5/20/2023 0:25:59,Jordan M - JMTron#46639,Wesley K - weslars#49889,2-0,,1,,NEO,,
5/20/2023 0:28:09,Noah B - Sisco#71800,Sean Sp - Talrand#06333,2-1,,1,,ONE,,
5/20/2023 0:39:31,Johnny M - Johnny#69519,Philip B - Plipster#75000,2-1,,1,,ELD,,
5/20/2023 11:50:09,Richard K - preacher26#59445,Drake M - KoMODO#43282,2-1,,1,,NEO,,
5/20/2023 12:37:25,Sawyer T - soyboy#35469,Drake M - KoMODO#43282,2-1,,1,,NEO,,
5/20/2023 12:42:48,Sean Sp - Talrand#06333,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,THB,,
5/20/2023 13:09:49,Sawyer T - soyboy#35469,Sean Sp - Talrand#06333,2-0,,1,,DOM,,
5/20/2023 14:21:22,Sean Sp - Talrand#06333,Drake M - KoMODO#43282,2-0,,1,,ELIMINATION,,
5/20/2023 15:37:20,Sawyer T - soyboy#35469,Cody-Rayce MG - Rayce#56572,2-1,,1,,NEO,,
5/20/2023 20:21:20,Maranda L - BlackCanary#59791,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,NEO,,
5/20/2023 22:22:09,Sawyer T - soyboy#35469,Philip B - Plipster#75000,2-1,,1,,ELD,,
5/20/2023 23:11:28,Philip B - Plipster#75000,Adam S - wizma#29010,2-0,,1,,MOM,,
5/20/2023 23:37:03,Wei C - Azayaka#83352,Jordan M - JMTron#46639,2-1,,1,,ELIMINATION,,
5/20/2023 23:59:22,Philip B - Plipster#75000,Wei C - Azayaka#83352,2-0,,1,,ELIMINATION,,
5/21/2023 9:53:40,Sean Sp - Talrand#06333,Caleb G - Whynaut#28590,2-0,,1,,KHM,,
5/21/2023 10:29:18,Dan A - BEATDOWNBRINGA#04779,JP G - jaypiex#97612,2-0,,1,,MOM,,
5/21/2023 11:40:56,John R - Ged#72302,Ron C - lennor#52740,2-0,,1,,ELD,,
5/21/2023 12:25:38,Adam S - wizma#29010,Ron C - lennor#52740,2-0,,1,"Great games, see you next league!",ELIMINATION,,
5/21/2023 12:55:41,John R - Ged#72302,Caleb G - Whynaut#28590,2-1,,1,ggs!,KHM,,
5/21/2023 13:35:57,Caleb G - Whynaut#28590,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,NEO,,
5/21/2023 15:16:02,Caleb G - Whynaut#28590,Cody-Rayce MG - Rayce#56572,2-1,,1,,KHM,,
5/21/2023 16:34:08,Lotte P - Lotte #93345,Jeremy E - Lhurgoyf#37289,2-1,,1,,ELIMINATION,,
5/21/2023 20:44:32,Pierre-Marc D - pmduguay#67919,Noah B - Sisco#71800,2-0,,1,,ONE,,
5/21/2023 21:39:06,Maranda L - BlackCanary#59791,Pierre-Marc D - pmduguay#67919,2-0,,1,,MOM,,
5/21/2023 22:15:45,Johnny M - Johnny#69519,Sawyer T - soyboy#35469,2-1,,1,,NEO,,
5/21/2023 23:14:02,Pierre-Marc D - pmduguay#67919,Johnny M - Johnny#69519,2-0,,1,,NEO,,
5/22/2023 11:56:24,Richard K - preacher26#59445,Reed P - bigfingsnake#86869,2-1,,1,,MOM,,
5/22/2023 12:20:03,Adam S - wizma#29010,Evan C - PeasOfCrab#00133,2-1,,1,Good games!,THB,,
5/22/2023 14:21:02,Evan C - PeasOfCrab#00133,Jake C - the_man_mulcahey#74753,2-0,,1,,ONE,,
5/22/2023 14:27:26,Pierre-Marc D - pmduguay#67919,Richard K - preacher26#59445,2-0,,1,,NEO,,
5/22/2023 15:35:48,Richard K - preacher26#59445,Evan C - PeasOfCrab#00133,2-1,,1,,THB,,
5/22/2023 17:00:59,Evan C - PeasOfCrab#00133,Lotte P - Lotte #93345,2-1,,1,,THB,,
5/22/2023 19:23:47,Michael M - Atombomb11991#07305,Wyatt C - hotdolphin#30769,2-0,,1,Ggs!,ELIMINATION,,
5/22/2023 20:30:37,Daniel G - FriskyHobbit#43185,Michael M - Atombomb11991#07305,2-1,,1,,ELIMINATION,,
5/22/2023 20:46:15,Maranda L - BlackCanary#59791,JP G - jaypiex#97612,2-1,,1,,MOM,,
5/22/2023 21:45:53,John P - gokuorgohome#51511,Cody-Rayce MG - Rayce#56572,2-1,,1,,ELIMINATION,,
5/22/2023 22:50:14,Daniel G - FriskyHobbit#43185,Reed P - bigfingsnake#86869,2-0,,1,,THB,,
5/22/2023 23:06:03,James S - TortillaThePun#11942,Mitchel S - SpaghettiMitch#18619,2-1,,1,,NEO,,
5/22/2023 23:25:45,Wesley K - weslars#49889,Maranda L - BlackCanary#59791,2-1,,1,,NEO,,
5/23/2023 0:34:34,Evan C - PeasOfCrab#00133,Mitchel S - SpaghettiMitch#18619,2-1,,1,,THB,,
5/23/2023 0:59:44,Reed P - bigfingsnake#86869,Wesley K - weslars#49889,2-1,,1,,NEO,,
5/23/2023 2:51:28,Trevor F - treskies#75643,Zeke W - smarmyplatapus#30066,2-1,,1,,NEO,,
5/23/2023 3:31:37,Wesley K - weslars#49889,Trevor F - treskies#75643,2-0,,1,,NEO,,
5/23/2023 14:48:37,Wesley K - weslars#49889,Shane K - Malfunktion#31013,2-1,,1,,ELIMINATION,,
5/23/2023 15:10:53,Jake C - the_man_mulcahey#74753,Lotte P - Lotte #93345,2-0,,1,,THB,,
5/23/2023 16:05:23,Lotte P - Lotte #93345,Reed P - bigfingsnake#86869,2-1,,1,,KHM,,
5/23/2023 16:55:17,Caleb G - Whynaut#28590,Zeke W - smarmyplatapus#30066,2-0,,1,,ELIMINATION,,
5/23/2023 17:29:23,Reed P - bigfingsnake#86869,John P - gokuorgohome#51511,2-0,,1,,ELIMINATION,,
5/23/2023 19:33:24,Maranda L - BlackCanary#59791,Trevor F - treskies#75643,2-1,,1,,NEO,,
5/23/2023 23:51:40,Chris P - Joker01#66827,Daniel G - FriskyHobbit#43185,2-1,,1,,MOM,,
5/24/2023 13:42:03,Noah B - Sisco#71800,Eric S - Smitte#94855,2-1,,1,,ELIMINATION,,
5/24/2023 15:50:58,Maranda L - BlackCanary#59791,John R - Ged#72302,2-0,,1,,ONE,,
5/24/2023 16:48:04,Jake C - the_man_mulcahey#74753,John R - Ged#72302,2-1,,1,close ones!,ONE,,
5/24/2023 18:51:15,Chris P - Joker01#66827,Nicholas K - Bionick#55161,2-0,,1,,ELIMINATION,,
5/24/2023 23:21:08,Noah B - Sisco#71800,Mitchel S - SpaghettiMitch#18619,2-0,,1,,THB,,
5/24/2023 23:48:24,Noah B - Sisco#71800,Chris P - Joker01#66827,2-0,,1,,ELD,,
5/25/2023 0:12:47,Chris P - Joker01#66827,James S - TortillaThePun#11942,2-0,,1,,NEO,,
5/25/2023 1:19:03,Adam S - wizma#29010,James S - TortillaThePun#11942,2-1,,1,See Double Yorion Skaab looop!! Ggs see you next League!,ELIMINATION,,
5/25/2023 19:16:14,Trevor F - treskies#75643,Adam S - wizma#29010,2-0,,1,,THB,,
5/25/2023 20:03:48,Daniel G - FriskyHobbit#43185,Trevor F - treskies#75643,2-1,,1,,NEO,,
5/25/2023 21:34:29,Richard K - preacher26#59445,Johnny M - Johnny#69519,2-1,,1,,ELIMINATION,,
5/26/2023 2:13:34,Trevor F - treskies#75643,Mitchel S - SpaghettiMitch#18619,2-1,,1,summoning a dope pack for my man mitch,M20,,
5/26/2023 15:37:13,Jake C - the_man_mulcahey#74753,Mitchel S - SpaghettiMitch#18619,2-0,,1,,XLN,,
5/26/2023 16:08:23,Jake C - the_man_mulcahey#74753,Trevor F - treskies#75643,2-0,,1,,ELIMINATION,,
5/26/2023 18:33:50,Maranda L - BlackCanary#59791,Lotte P - Lotte #93345,2-1,,1,,THB,,
5/26/2023 18:52:51,Evan C - PeasOfCrab#00133,Sawyer T - soyboy#35469,2-1,,1,,THB,,
5/26/2023 19:29:51,Sawyer T - soyboy#35469,Lotte P - Lotte #93345,2-0,,1,,ELIMINATION,,
5/26/2023 19:59:01,Maranda L - BlackCanary#59791,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,ELIMINATION,,
5/26/2023 20:56:19,Daniel G - FriskyHobbit#43185,Caleb G - Whynaut#28590,2-0,,1,,KHM,,
5/26/2023 21:19:52,Jake C - the_man_mulcahey#74753,Evan C - PeasOfCrab#00133,2-0,,1,,ELIMINATION,,
5/26/2023 22:29:07,Maranda L - BlackCanary#59791,Wesley K - weslars#49889,2-0,,1,,ELIMINATION,,
5/26/2023 23:18:11,Noah B - Sisco#71800,Reed P - bigfingsnake#86869,2-1,,1,,ELIMINATION,,
5/27/2023 0:20:49,Philip B - Plipster#75000,Adam S - wizma#29010,2-0,,1,,M21,,
5/27/2023 1:12:33,Sawyer T - soyboy#35469,Chris P - Joker01#66827,2-1,,1,,THB,,
5/27/2023 12:17:47,Caleb G - Whynaut#28590,Richard K - preacher26#59445,2-1,,1,,ELD,,
5/27/2023 14:03:23,Sawyer T - soyboy#35469,Caleb G - Whynaut#28590,2-0,,1,,KHM,,
5/27/2023 14:24:09,Daniel G - FriskyHobbit#43185,Richard K - preacher26#59445,2-0,,1,,ELD,,
5/27/2023 15:49:49,Noah B - Sisco#71800,Sean Sp - Talrand#06333,2-0,,1,,M20,,
5/27/2023 16:21:55,Sean Sp - Talrand#06333,Daniel G - FriskyHobbit#43185,2-0,,1,,M21,,
5/27/2023 20:33:10,Caleb G - Whynaut#28590,Chris P - Joker01#66827,2-0,,1,,ELD,,
5/27/2023 22:49:30,Adam S - wizma#29010,John R - Ged#72302,2-1,,1,See you next league Partner!,ELIMINATION,,
5/27/2023 23:40:37,Adam S - wizma#29010,Chris P - Joker01#66827,2-1,,1,"Great games, sorry to knock you out!",ELIMINATION,,
5/28/2023 0:09:32,Noah B - Sisco#71800,Jake C - the_man_mulcahey#74753,2-1,,1,,KHM,,
5/28/2023 13:10:57,Richard K - preacher26#59445,Jake C - the_man_mulcahey#74753,2-1,,1,,KHM,,
5/28/2023 14:24:15,Sean Sp - Talrand#06333,Pierre-Marc D - pmduguay#67919,2-1,,1,,MOM,,
5/28/2023 15:45:12,Sean Sp - Talrand#06333,Jake C - the_man_mulcahey#74753,2-0,,1,,ELD,,
5/28/2023 16:25:20,Caleb G - Whynaut#28590,Jake C - the_man_mulcahey#74753,2-1,,1,,ELIMINATION,,
5/28/2023 21:31:11,Adam S - wizma#29010,Richard K - preacher26#59445,2-1,,1,,ELD,,
5/28/2023 22:18:27,Maranda L - BlackCanary#59791,Pierre-Marc D - pmduguay#67919,2-0,,1,,MOM,,
5/28/2023 22:57:29,Noah B - Sisco#71800,Pierre-Marc D - pmduguay#67919,2-0,,1,,MOM,,
5/28/2023 23:20:06,Pierre-Marc D - pmduguay#67919,Adam S - wizma#29010,2-1,,1,,M21,,
5/29/2023 0:08:55,Maranda L - BlackCanary#59791,Noah B - Sisco#71800,2-0,,1,,ELIMINATION,,
5/29/2023 1:03:21,Philip B - Plipster#75000,Daniel G - FriskyHobbit#43185,2-0,,1,,M21,,
5/29/2023 20:43:15,Pierre-Marc D - pmduguay#67919,Richard K - preacher26#59445,2-0,,1,,M21,,
5/29/2023 21:34:25,Daniel G - FriskyHobbit#43185,Adam S - wizma#29010,2-1,,1,,ELIMINATION,,
5/30/2023 1:52:20,Philip B - Plipster#75000,Mitchel S - SpaghettiMitch#18619,2-1,,1,,ZNR,,
5/30/2023 3:58:00,Sawyer T - soyboy#35469,Philip B - Plipster#75000,2-1,,1,,ELIMINATION,,
5/30/2023 22:13:12,Mitchel S - SpaghettiMitch#18619,Daniel G - FriskyHobbit#43185,2-1,,1,thanks for the list!,M21,,
6/1/2023 0:03:43,Mitchel S - SpaghettiMitch#18619,Sean Sp - Talrand#06333,2-1,,1,Good luck to top 8!,ELD,,