Timestamp,Winner Name,Loser Name,Result,Was this a Dragon Match?,"If this was a Dragon Match, who was the Dragon?",Notes,Was this a field stip match? ,Comeback Pack,Script Handled,Bot Messaged,Reward Selected
5/28/2025 0:32:27,Jordan M - JMTron#46639,Zeke W - smarmyplatapus#30066,2-1,,,,No,NEO,1,1,
5/28/2025 1:00:18,Jordan M - JMTron#46639,Jeremy E - Lhurgoyf#37289,2-0,,,,No,DMU,1,1,
5/28/2025 16:24:43,Adam E - adamend#97520,David W - dwchief#36641,2-0,,,,No,SNC,1,1,
5/28/2025 17:16:34,Cameron B - KingEggbert#01276,Daniel B - hmishima#77128,2-0,,,GG!,No,STX,1,1,
5/28/2025 18:16:24,David W - dwchief#36641,Matt F - MadeMyBus#92429,2-1,,,GGs!,No,SNC,1,1,
5/28/2025 18:45:26,Daniel M - HPWizard#40332,Chris O - Chriso91#46230,2-1,,,,Yes,SNC,1,1,
5/28/2025 18:53:06,Nik S - njsiii#50504,Matthew K - Tortag#62633,2-0,,,,No,MID,1,1,
5/28/2025 18:58:36,Adam S - wizma#29010,Enrique O - Caex#39549,2-0,,,Good games!,No,BRO,1,1,
5/28/2025 19:47:35,Brett C - EwoksRBae#03223,Michael M - Atombomb11991#07305,2-0,,,GGs!,No,BRO,1,1,
5/28/2025 19:48:03,DeWitt K - SeethingOctopus#02129,Mitchel S - SpaghettiMitch#18619,2-1,,,,Yes,NEO,1,1,
5/28/2025 19:53:17,Jordan M - JMTron#46639,Daniel G - FriskyHobbit#43185,2-0,,,,No,MID,1,1,
5/28/2025 19:59:00,Maranda L - BlackCanary#59791,Cameron B - KingEggbert#01276,2-1,,,,No,SNC,1,1,
5/28/2025 21:00:28,Eric S - Smitte#94855,Aaron R - Arn#51224,2-1,,,"Epic match, GGs sorry about the land g1",No,SNC,1,1,
5/28/2025 21:26:09,Joe T - elasticity#07466,Chris R - Sinkwater#27508,2-0,,,,No,DMU,1,1,
5/28/2025 21:58:46,Chris R - Sinkwater#27508,Colton S - ColtonCooper#56958,2-0,,,,No,STX,1,1,
5/28/2025 22:48:13,Sylvain T - Iquitos#15484,Chris R - Sinkwater#27508,2-1,,,GGS!,No,MID,1,1,
5/28/2025 23:07:38,Matt St - bubbasbums#70462,Preston B - Vorbis#46420,2-1,,,,Yes,MID,1,1,
5/28/2025 23:40:50,Emmett F - Sepulchure#51526,Matthew G - iluvatar777#20638,2-1,,,,No,MID,1,1,
5/28/2025 23:52:23,Maxime R - tasigurr#89921,Chris Y - Yorke on Games#66909,2-0,,,,No,STX,1,1,
5/29/2025 12:04:18,Chris O - Chriso91#46230,Sylvain T - Iquitos#15484,2-0,,,,No,SNC,1,1,
5/29/2025 12:14:25,Dirk E - BegginBlue#16667,Jacob B - Jacobbarnett15#95139,2-1,,,GG,No,MID,1,1,
5/29/2025 13:37:15,Daniel G - FriskyHobbit#43185,Cody-Rayce MG - Rayce#56572,2-1,,,,No,STX,1,1,
5/29/2025 16:13:00,David W - dwchief#36641,Eric S - Smitte#94855,2-1,,,GGs!,No,SNC,1,1,
5/29/2025 17:09:57,Joseph S - NotSham#89034,Chris P - Joker01#66827,2-1,,,,No,SNC,1,1,
5/29/2025 17:18:00,Stephen H - Crayth#38098,Brett C - EwoksRBae#03223,2-0,,,,No,NEO,1,1,
5/29/2025 17:57:24,Maxime R - tasigurr#89921,Christopher G - oompaloompa#65002,2-1,,,,No,STX,1,1,
5/29/2025 17:59:52,Matthias H - Rezreh#11308,Joseph S - NotSham#89034,2-0,,,,No,NEO,1,1,
5/29/2025 18:36:39,Enrique O - Caex#39549,Jacob H - Jahbna#39577,2-0,,,,Yes,DMU,1,1,
5/29/2025 19:14:54,Enrique O - Caex#39549,Joel G - DandelionsOut#82916,2-0,,,"Joel had to leave during game 2, I was up 1-0 and he conceded",Yes,MID,1,1,
5/29/2025 19:55:47,Mitchel S - SpaghettiMitch#18619,Jacob H - Jahbna#39577,2-0,,,,No,STX,1,1,
5/29/2025 20:09:55,Cody-Rayce MG - Rayce#56572,Daniel M - HPWizard#40332,2-0,,,ggs,No,SNC,1,1,
5/29/2025 20:18:56,DeWitt K - SeethingOctopus#02129,Daniel G - FriskyHobbit#43185,2-0,,,,No,BRO,1,1,
5/29/2025 20:49:50,DeWitt K - SeethingOctopus#02129,Zeke W - smarmyplatapus#30066,2-1,,,,No,STX,1,1,
5/29/2025 21:19:23,Aaron R - Arn#51224,Jacob H - Jahbna#39577,2-1,,,,No,NEO,1,1,
5/29/2025 21:30:19,Nicholas H - JetPilot#02453,Daniel M - HPWizard#40332,2-1,,,,Yes,DMU,1,1,
5/29/2025 21:47:00,Joaquin E - DiabolicMachine#23891,Tom M - Nestorow#05112,2-0,,,,No,BRO,1,1,
5/29/2025 22:40:42,Sebastian B - 22bebo#54651,Nicholas H - JetPilot#02453,2-1,,,GGs!,No,STX,1,1,
5/29/2025 22:47:23,Tom M - Nestorow#05112,Matthew G - iluvatar777#20638,2-0,,,,No,BRO,1,1,
5/29/2025 23:15:37,Tom M - Nestorow#05112,Sebastian B - 22bebo#54651,2-0,,,,No,NEO,1,1,
5/29/2025 23:16:20,Colton S - ColtonCooper#56958,Renaud C - ArExSea#25399,2-1,,,,No,SNC,1,1,
5/29/2025 23:56:00,Preston B - Vorbis#46420,James M - Demonic Tutor#02131,2-0,,,,No,NEO,1,1,
5/29/2025 23:56:22,Tom M - Nestorow#05112,Tony D - Adoan4413#75317,2-0,,,,No,SNC,1,1,
5/30/2025 0:23:46,Keelan T - Dufel#75965,Renaud C - ArExSea#25399,2-0,,,,No,NEO,1,1,
5/30/2025 1:48:22,Matt F - MadeMyBus#92429,Sebastian B - 22bebo#54651,2-1,,,GGs,Yes,DMU,1,1,
5/30/2025 2:05:45,Ben M - cardmaaster#84341,Keelan T - Dufel#75965,2-1,,,,No,NEO,1,1,
5/30/2025 7:43:16,Oskar T - ossytubbi#87966,Renaud C - ArExSea#25399,2-0,,,,No,BRO,1,1,
5/30/2025 11:41:31,Chris O - Chriso91#46230,Tony D - Adoan4413#75317,2-0,,,,No,NEO,1,1,
5/30/2025 11:51:06,Joel G - DandelionsOut#82916,Adam L - Rogan Josh#07504,2-0,,,,No,NEO,1,1,
5/30/2025 12:38:36,Joel G - DandelionsOut#82916,Matthew G - iluvatar777#20638,2-1,,,,No,DMU,1,1,
5/30/2025 13:01:55,Daniel M - HPWizard#40332,Adam L - Rogan Josh#07504,2-0,,,,No,STX,1,1,
5/30/2025 13:38:34,Dan A - BEATDOWNBRINGA#04779,Joel G - DandelionsOut#82916,2-0,,,,No,SNC,1,1,
5/30/2025 14:10:28,Miranda J - MajicMiranda#55720,Dan A - BEATDOWNBRINGA#04779,2-1,,,,No,DMU,1,1,
5/30/2025 14:47:20,Dan A - BEATDOWNBRINGA#04779,Nicholas H - JetPilot#02453,2-0,,,,No,BRO,1,1,
5/30/2025 14:50:34,Matt F - MadeMyBus#92429,Tony D - Adoan4413#75317,2-1,,,,No,DMU,1,1,
5/30/2025 15:24:48,Dan A - BEATDOWNBRINGA#04779,Tony D - Adoan4413#75317,2-0,,,,No,BRO,1,1,
5/30/2025 16:01:59,Enrique O - Caex#39549,Matt F - MadeMyBus#92429,2-0,,,,No,MID,1,1,
5/30/2025 16:25:51,Matt F - MadeMyBus#92429,Quill M - Nocnoc#13791,2-0,,,,No,BRO,1,1,
5/30/2025 16:37:45,Dominic M - domdoes#32489,Tony D - Adoan4413#75317,2-1,,,,No,STX,1,1,
5/30/2025 17:20:25,Stephen H - Crayth#38098,Nik S - njsiii#50504,2-0,,,,No,STX,1,1,
5/30/2025 17:29:49,David W - dwchief#36641,Paul R - QildorCrana#01941,2-0,,,GGs!,No,BRO,1,1,
5/30/2025 17:50:18,Paul G - TheDragon#61289,Alex M - ItsYaBoiAlex#76222,2-1,,,,Yes,MID,1,1,
5/30/2025 17:52:01,Dan A - BEATDOWNBRINGA#04779,Jack H - Rakic#98298,2-0,,,,Yes,DMU,1,1,
5/30/2025 17:56:05,Alexis M - Alexsfly#67052,Adam E - adamend#97520,2-1,,,,No,STX,1,1,
5/30/2025 18:02:25,Travis C - RandomJobber#97055,Wyatt C - hotdolphin#30769,2-0,,,GGs,No,DMU,1,1,
5/30/2025 18:17:12,Elliot H - blobby#99425,Dirk E - BegginBlue#16667,2-0,,,,No,BRO,1,1,
5/30/2025 18:18:00,Ryan M - rrrn22#32842,Nolan F - Mordor#75624,2-1,,,,No,MID,1,1,
5/30/2025 18:18:14,Steve T - strout#45062,Jordan M - JMTron#46639,2-1,,,GGs!,No,DMU,1,1,
5/30/2025 18:23:48,Cameron B - KingEggbert#01276,Evan C - PeasOfCrab#00133,2-0,,,GG!,Yes,BRO,1,1,
5/30/2025 18:23:55,Troy A - Tadams54#66582,Chris P - Joker01#66827,2-0,,,,No,NEO,1,1,
5/30/2025 18:38:12,Matthew H - Almost#13446,David W - dwchief#36641,2-1,,,ggs!,No,STX,1,1,
5/30/2025 18:40:09,Oskar T - ossytubbi#87966,Travis C - RandomJobber#97055,2-1,,,,No,BRO,1,1,
5/30/2025 18:51:20,Cody-Rayce MG - Rayce#56572,Dan A - BEATDOWNBRINGA#04779,2-0,,,ggs,No,NEO,1,1,
5/30/2025 19:05:14,Oskar T - ossytubbi#87966,Troy A - Tadams54#66582,2-0,,,,No,STX,1,1,
5/30/2025 19:10:50,Elliot H - blobby#99425,Bernard B - bforbernard#46312,2-1,,,,No,MID,1,1,
5/30/2025 19:12:32,Paul R - QildorCrana#01941,Travis C - RandomJobber#97055,2-0,,,GGs!,No,MID,1,1,
5/30/2025 19:31:46,Alex L - Alaexaender#76659,Oskar T - ossytubbi#87966,2-0,,,,No,BRO,1,1,
5/30/2025 19:40:03,Cody-Rayce MG - Rayce#56572,Alexis M - Alexsfly#67052,2-1,,,ggs,No,NEO,1,1,
5/30/2025 19:44:44,Dan A - BEATDOWNBRINGA#04779,Daniel G - FriskyHobbit#43185,2-1,,,,No,NEO,1,1,
5/30/2025 19:50:07,Ethan L - ethanndow#02818,Nick A - Nistar#14127,2-1,,,,No,NEO,1,1,
5/30/2025 20:17:13,Matthew H - Almost#13446,Sawyer T - soyboy#35469,2-1,,,,No,SNC,1,1,
5/30/2025 20:19:31,Ethan L - ethanndow#02818,Kevin I - Kni1993#29285,2-0,,,,No,STX,1,1,
5/30/2025 20:20:03,Alex L - Alaexaender#76659,DeWitt K - SeethingOctopus#02129,2-0,,,,No,SNC,1,1,
5/30/2025 20:22:19,Zeke W - smarmyplatapus#30066,Sylvain T - Iquitos#15484,2-0,,,ggs!,No,NEO,1,1,
5/30/2025 20:49:31,Nick L - Aliphos#10232,Ethan L - ethanndow#02818,2-0,,,,No,SNC,1,1,
5/30/2025 20:53:50,Georgii C - Yasunori#84481,Tom M - Nestorow#05112,2-0,,,GGs,No,MID,1,1,
5/30/2025 21:22:27,Troy A - Tadams54#66582,DeWitt K - SeethingOctopus#02129,2-1,,,,No,STX,1,1,
5/30/2025 21:33:25,Caleb G - Whynaut#28590,Nick L - Aliphos#10232,2-1,,,,No,SNC,1,1,
5/30/2025 21:48:26,Kole D - Kole#38870,Alex L - Alaexaender#76659,2-1,,,,No,STX,1,1,
5/30/2025 21:58:40,Caleb G - Whynaut#28590,Kevin I - Kni1993#29285,2-0,,,,No,-,1,1,
5/30/2025 22:10:42,Jordan M - JMTron#46639,Daniel L - Yellfior#73187,2-0,,,,No,MID,1,1,
5/30/2025 22:13:27,Alex M - ItsYaBoiAlex#76222,Troy A - Tadams54#66582,2-0,,,,No,NEO,1,1,
5/30/2025 22:49:18,Emmett F - Sepulchure#51526,Alex M - ItsYaBoiAlex#76222,2-0,,,,No,NEO,1,1,
5/30/2025 22:50:20,Caleb G - Whynaut#28590,Kole D - Kole#38870,2-1,,,,No,DMU,1,1,
5/30/2025 23:19:04,Nick L - Aliphos#10232,Bob P - HIT#08120,2-1,,,Get those lessons,Yes,STX,1,1,
5/30/2025 23:29:47,Steve T - strout#45062,Caleb G - Whynaut#28590,2-0,,,GGs!,No,STX,1,1,
5/30/2025 23:31:27,Parker D - Android77#15898,Emmett F - Sepulchure#51526,2-0,,,,No,MID,1,1,
5/31/2025 0:03:14,Steve T - strout#45062,Bob P - HIT#08120,2-1,,,GGs!,No,SNC,1,1,
5/31/2025 0:22:03,DeWitt K - SeethingOctopus#02129,Ethan L - ethanndow#02818,2-0,,,,No,STX,1,1,
5/31/2025 0:45:43,Maxime R - tasigurr#89921,Stephen H - Crayth#38098,2-1,,,,No,MID,1,1,
5/31/2025 0:58:55,Jordan M - JMTron#46639,Alex H - Merriman#08092,2-0,,,,No,SNC,1,1,
5/31/2025 1:16:02,Elliot H - blobby#99425,Joaquin E - DiabolicMachine#23891,2-1,,,,Yes,DMU,1,1,
5/31/2025 1:20:37,Jordan M - JMTron#46639,Maxime R - tasigurr#89921,2-1,,,,No,STX,1,1,
5/31/2025 1:33:44,Steve T - strout#45062,James M - Demonic Tutor#02131,2-0,,,GGs!,Yes,BRO,1,1,
5/31/2025 1:59:08,Paul G - TheDragon#61289,Ben P - ChuckNoBlocks#32638,2-0,,,,Yes,STX,1,1,
5/31/2025 2:17:42,Elliot H - blobby#99425,Nick L - Aliphos#10232,2-1,,,,No,MID,1,1,
5/31/2025 5:47:50,Lotte P - Lotte #93345,Matthias H - Rezreh#11308,2-1,,,,No,MID,1,1,
5/31/2025 8:57:11,Lotte P - Lotte #93345,Ryan M - rrrn22#32842,2-0,,,,No,MID,1,1,
5/31/2025 11:10:30,Oskar T - ossytubbi#87966,James Mc - Fireball#69952,2-0,,,,No,SNC,1,1,
5/31/2025 11:13:54,Austin L - letschanator#96536,Chris Y - Yorke on Games#66909,2-1,,,,No,DMU,1,1,
5/31/2025 11:19:16,Matt S - mullethunter324#49693,Ben P - ChuckNoBlocks#32638,2-1,,,,Yes,BRO,1,1,
5/31/2025 11:49:21,Bernard B - bforbernard#46312,Matt S - mullethunter324#49693,2-0,,,,No,NEO,1,1,
5/31/2025 11:58:22,Jordan M - JMTron#46639,Chris Y - Yorke on Games#66909,2-0,,,,No,BRO,1,1,
5/31/2025 12:28:56,Wei C - Azayaka#83352,Ben P - ChuckNoBlocks#32638,2-1,,,,No,-,1,1,
5/31/2025 12:41:48,Chris Y - Yorke on Games#66909,Salvatore P - Unborne#42237,2-1,,,Trades ahoy,No,MID,1,1,
5/31/2025 12:44:16,Bernard B - bforbernard#46312,Cameron B - KingEggbert#01276,2-1,,,,No,STX,1,1,
5/31/2025 13:04:13,Travis C - RandomJobber#97055,James Mc - Fireball#69952,2-1,,,GGs,No,NEO,1,1,
5/31/2025 13:20:15,Bernard B - bforbernard#46312,Oskar T - ossytubbi#87966,2-1,,,,No,STX,1,1,
5/31/2025 13:46:21,Chris Y - Yorke on Games#66909,Travis C - RandomJobber#97055,2-1,,,Vivien v Vivien vg,No,-,1,1,
5/31/2025 14:13:05,Bob P - HIT#08120,Chris Y - Yorke on Games#66909,2-0,,,,No,-,1,1,
5/31/2025 14:27:49,Bob P - HIT#08120,Nolan F - Mordor#75624,2-0,,,,No,NEO,1,1,
5/31/2025 14:48:42,Maranda L - BlackCanary#59791,Aaron B - Bevelman#18220,2-0,,,,No,BRO,1,1,
5/31/2025 15:10:13,Evan L - Evan#97713,Bob P - HIT#08120,2-0,,,,No,MID,1,1,
5/31/2025 15:44:52,Emmett F - Sepulchure#51526,James M - Demonic Tutor#02131,2-0,,,,No,DMU,1,1,
5/31/2025 16:08:36,Matthew H - Almost#13446,Jeremy E - Lhurgoyf#37289,2-0,,,,Yes,BRO,1,1,
5/31/2025 16:22:04,Evan C - PeasOfCrab#00133,Brett C - EwoksRBae#03223,2-0,,,,No,STX,1,1,
5/31/2025 16:23:24,Bob P - HIT#08120,James M - Demonic Tutor#02131,2-1,,,,No,-,1,1,
5/31/2025 16:29:19,Kole D - Kole#38870,Evan L - Evan#97713,2-0,,,,No,DMU,1,1,
5/31/2025 16:34:37,Keelan T - Dufel#75965,Georgii C - Yasunori#84481,2-0,,,,Yes,MID,1,1,
5/31/2025 17:06:38,Evan C - PeasOfCrab#00133,Kole D - Kole#38870,2-0,,,,No,MID,1,1,
5/31/2025 17:33:08,Evan C - PeasOfCrab#00133,Georgii C - Yasunori#84481,2-0,,,,No,DMU,1,1,
5/31/2025 18:22:51,Chris R - Sinkwater#27508,Nolan F - Mordor#75624,2-1,,,,Yes,-,1,1,
5/31/2025 19:47:28,John P - gokuorgohome#51511,Wei C - Azayaka#83352,2-0,,,,Yes,BRO,1,1,
5/31/2025 20:41:31,Georgii C - Yasunori#84481,Maxime R - tasigurr#89921,2-0,,,Tight games!,No,BRO,1,1,
5/31/2025 21:05:32,Maxime R - tasigurr#89921,Alex L - Alaexaender#76659,2-0,,,,No,DMU,1,1,
5/31/2025 23:04:56,Stephen H - Crayth#38098,Alex L - Alaexaender#76659,2-1,,,,No,SNC,1,1,
6/1/2025 0:06:37,Jack H - Rakic#98298,Alex M - ItsYaBoiAlex#76222,2-0,,,,No,BRO,1,1,
6/1/2025 0:09:55,Joaquin E - DiabolicMachine#23891,Daniel G - FriskyHobbit#43185,2-0,,,,No,STX,1,1,
6/1/2025 1:06:23,Daniel G - FriskyHobbit#43185,Alex M - ItsYaBoiAlex#76222,2-1,,,,No,SNC,1,1,
6/1/2025 2:04:48,Salvatore P - Unborne#42237,Sawyer T - soyboy#35469,2-1,,,I got detention for NAILBITING,Yes,STX,1,1,
6/1/2025 2:05:57,Steve T - strout#45062,Ben M - cardmaaster#84341,2-1,,,GGs!,No,STX,1,1,
6/1/2025 9:12:10,Adam S - wizma#29010,Dirk E - BegginBlue#16667,2-0,,,Good games!,No,MID,1,1,
6/1/2025 9:32:50,Lotte P - Lotte #93345,Nick A - Nistar#14127,2-0,,,"Call me Taytay, because I do nothing better than revenge",No,STX,1,1,
6/1/2025 10:08:18,Brett C - EwoksRBae#03223,Quill M - Nocnoc#13791,2-1,,,gl w pack!,No,SNC,1,1,
6/1/2025 10:11:23,Lotte P - Lotte #93345,John P - gokuorgohome#51511,2-0,,,,No,STX,1,1,
6/1/2025 10:25:24,Chris R - Sinkwater#27508,Wyatt C - hotdolphin#30769,2-1,,,,No,STX,1,1,
6/1/2025 11:40:08,Buster S - Hugester#31975,John P - gokuorgohome#51511,2-1,,,,Yes,MID,1,1,
6/1/2025 11:49:31,Joaquin E - DiabolicMachine#23891,Adam S - wizma#29010,2-0,,,,No,DMU,1,1,
6/1/2025 12:49:19,Cameron B - KingEggbert#01276,Georgii C - Yasunori#84481,2-0,,,gg!,No,-,1,1,
6/1/2025 13:05:08,Paul R - QildorCrana#01941,Aaron R - Arn#51224,2-1,,,That was so stressful in the best way. GGs,No,STX,1,1,
6/1/2025 13:24:08,Austin L - letschanator#96536,Quill M - Nocnoc#13791,2-0,,,,No,NEO,1,1,
6/1/2025 13:43:28,Dirk E - BegginBlue#16667,Austin L - letschanator#96536,2-0,,,,No,NEO,1,1,
6/1/2025 13:45:06,DeWitt K - SeethingOctopus#02129,Wyatt C - hotdolphin#30769,2-0,,,,No,MID,1,1,
6/1/2025 14:21:47,Christopher G - oompaloompa#65002,Austin L - letschanator#96536,2-0,,,,No,BRO,1,1,
6/1/2025 14:49:29,Evan L - Evan#97713,John D - DailyDraft#87013,2-1,,,,No,BRO,1,1,
6/1/2025 15:24:34,Maxime R - tasigurr#89921,John D - DailyDraft#87013,2-1,,,,No,MID,1,1,
6/1/2025 15:31:08,Troy A - Tadams54#66582,Ethan L - ethanndow#02818,2-0,,,,No,-,1,1,
6/1/2025 15:42:01,Matthew H - Almost#13446,Lotte P - Lotte #93345,2-1,,,,Yes,DMU,1,1,
6/1/2025 15:49:21,John D - DailyDraft#87013,Jack H - Rakic#98298,2-0,,,,No,STX,1,1,
6/1/2025 16:11:48,Jeremy E - Lhurgoyf#37289,Aaron R - Arn#51224,2-1,,,,No,NEO,1,1,
6/1/2025 16:16:34,Jack H - Rakic#98298,Paul R - QildorCrana#01941,2-0,,,,No,DMU,1,1,
6/1/2025 16:34:37,Christopher G - oompaloompa#65002,Zack H - HackZolt#31077,2-0,,,,No,DMU,1,1,
6/1/2025 16:44:59,Jake K - drizzy_jake#02350,Brett C - EwoksRBae#03223,2-0,,,,No,SNC,1,1,
6/1/2025 16:49:35,John D - DailyDraft#87013,Paul R - QildorCrana#01941,2-1,,,,No,SNC,1,1,
6/1/2025 17:10:46,Parker D - Android77#15898,Paul G - TheDragon#61289,2-0,,,,No,DMU,1,1,
6/1/2025 17:31:07,Paul G - TheDragon#61289,Alex H - Merriman#08092,2-0,,,,No,STX,1,1,
6/1/2025 17:55:55,John D - DailyDraft#87013,Paul G - TheDragon#61289,2-0,,,,No,MID,1,1,
6/1/2025 17:57:03,Matthias H - Rezreh#11308,Alexis M - Alexsfly#67052,2-1,,,,Yes,DMU,1,1,
6/1/2025 18:21:08,Colton S - ColtonCooper#56958,Nick A - Nistar#14127,2-0,,,,No,BRO,1,1,
6/1/2025 18:30:29,Emmett F - Sepulchure#51526,Jack H - Rakic#98298,2-0,,,,No,-,1,1,
6/1/2025 18:51:02,Zack H - HackZolt#31077,Colton S - ColtonCooper#56958,2-1,,,"GL With pack, open some abzan goodies",No,MID,1,1,
6/1/2025 19:01:07,Mitchel S - SpaghettiMitch#18619,Enrique O - Caex#39549,2-0,,,,No,STX,1,1,
6/1/2025 20:30:59,Christopher G - oompaloompa#65002,Jake K - drizzy_jake#02350,2-0,,,,No,-,1,1,
6/1/2025 22:05:13,Jeremy E - Lhurgoyf#37289,Maranda L - BlackCanary#59791,2-1,,,"close games, gl in the rest!",No,BRO,1,1,
6/1/2025 22:06:55,Christopher G - oompaloompa#65002,Matt St - bubbasbums#70462,2-0,,,,No,DMU,1,1,
6/1/2025 22:15:49,Eric S - Smitte#94855,Nik S - njsiii#50504,2-1,,,,No,NEO,1,1,
6/1/2025 22:56:55,Matthew G - iluvatar777#20638,Matt St - bubbasbums#70462,2-0,,,"ggs, sorry lol",No,NEO,1,1,
6/1/2025 23:14:13,Preston B - Vorbis#46420,Jeremy E - Lhurgoyf#37289,2-0,,,,No,MID,1,1,
6/1/2025 23:22:33,Eric S - Smitte#94855,Sylvain T - Iquitos#15484,2-1,,,GGs,No,DMU,1,1,
6/1/2025 23:32:32,Stephen H - Crayth#38098,Sawyer T - soyboy#35469,2-1,,,some crazy games! gg gl with pack,No,BRO,1,1,
6/2/2025 0:19:58,Parker D - Android77#15898,Matt St - bubbasbums#70462,2-1,,,,No,STX,1,1,
6/2/2025 0:47:59,Mitchel S - SpaghettiMitch#18619,Ryan M - rrrn22#32842,2-0,,,,Yes,DMU,1,1,
6/2/2025 0:57:23,Wei C - Azayaka#83352,Ben M - cardmaaster#84341,2-1,,,,No,DMU,1,1,
6/2/2025 1:05:32,Emmett F - Sepulchure#51526,Michael M - Atombomb11991#07305,2-1,,,,No,MID,1,1,
6/2/2025 4:34:53,Wei C - Azayaka#83352,Sebastian B - 22bebo#54651,2-1,,,,No,SNC,1,1,
6/2/2025 10:37:19,Caleb G - Whynaut#28590,Buster S - Hugester#31975,2-1,,,,No,SNC,1,1,
