Timestamp,Winner Name,Loser Name,Result,Was this a Dragon Match?,"If this was a Dragon Match, who was the Dragon?",Notes,Was this a field stip match? ,Comeback Pack,Script Handled,Bot Messaged,Reward Selected
6/2/2025 12:33:58,Adam E - adamend#97520,Eric S - Smitte#94855,2-0,,,,No,DMU,1,1,
6/2/2025 12:48:32,Evan L - Evan#97713,Stephen H - Crayth#38098,2-0,,,,No,DMU,1,1,
6/2/2025 12:58:48,Cameron B - KingEggbert#01276,Matt S - mullethunter324#49693,2-0,,,GG -- sorry about the lands,No,BRO,1,1,
6/2/2025 13:20:55,Adam E - adamend#97520,Lukas M - Finley_2k1#30925,2-1,,,,No,MID,1,1,
6/2/2025 13:31:42,Ryan M - rrrn22#32842,Cameron B - KingEggbert#01276,2-0,,,,No,NEO,1,1,
6/2/2025 15:16:02,Nick A - Nistar#14127,Ryan M - rrrn22#32842,2-0,,,,No,SNC,1,1,
6/2/2025 15:55:47,Nick A - Nistar#14127,Joseph S - NotSham#89034,2-0,,,,No,SNC,1,1,
6/2/2025 16:22:29,Eric S - Smitte#94855,Joseph S - NotSham#89034,2-0,,,,No,STX,1,1,
6/2/2025 16:51:09,Adam S - wizma#29010,Kole D - Kole#38870,2-0,,,Thanks for the match!,No,BRO,1,1,
6/2/2025 18:54:18,Chris P - Joker01#66827,Lukas M - Finley_2k1#30925,2-1,,,,Yes,BRO,1,1,
6/2/2025 19:14:26,Austin L - letschanator#96536,Zeke W - smarmyplatapus#30066,2-1,,,,No,MID,1,1,
6/2/2025 19:55:51,Matthew H - Almost#13446,Nick L - Aliphos#10232,2-1,,,"ggs, very close!",No,-,1,1,
6/2/2025 21:04:58,Aaron B - Bevelman#18220,Chris R - Sinkwater#27508,2-0,,,,No,STX,1,1,
6/2/2025 21:08:41,Sawyer T - soyboy#35469,Johnny M - Johnny#69519,2-1,,,,No,MID,1,1,
6/2/2025 22:04:29,Adam S - wizma#29010,Daniel B - hmishima#77128,2-0,,,Thanks for the (mirror) match!,Yes,NEO,1,1,
6/2/2025 22:31:05,Joe T - elasticity#07466,Johnny M - Johnny#69519,2-0,,,,No,NEO,1,1,
6/2/2025 22:34:27,Jeremy E - Lhurgoyf#37289,Joseph S - NotSham#89034,2-1,,,,No,DMU,1,1,
6/2/2025 23:18:41,Matthew G - iluvatar777#20638,Renaud C - ArExSea#25399,2-0,,,,No,DMU,1,1,
6/2/2025 23:32:22,Johnny M - Johnny#69519,Joaquin E - DiabolicMachine#23891,2-1,,,,No,BRO,1,1,
6/3/2025 0:01:02,Johnny M - Johnny#69519,Mitchel S - SpaghettiMitch#18619,2-0,,,🍝🍝🍝,No,BRO,1,1,
6/3/2025 0:24:04,Preston B - Vorbis#46420,Aaron B - Bevelman#18220,2-1,,,,No,MID,1,1,
6/3/2025 11:55:55,Lukas M - Finley_2k1#30925,Nicholas H - JetPilot#02453,2-0,,,,No,SNC,1,1,
6/3/2025 12:03:28,Cody-Rayce MG - Rayce#56572,Zack H - HackZolt#31077,2-1,,,,No,STX,1,1,
6/3/2025 13:14:29,Matt S - mullethunter324#49693,Adam E - adamend#97520,2-0,,,,No,DMU,1,1,
6/3/2025 14:49:36,Chris P - Joker01#66827,David W - dwchief#36641,2-0,,,,No,NEO,1,1,
6/3/2025 16:31:45,Jacob B - Jacobbarnett15#95139,Matthias H - Rezreh#11308,2-1,,,,No,SNC,1,1,
6/3/2025 17:21:17,Adam S - wizma#29010,Matt F - MadeMyBus#92429,2-0,,,Great match! Brawllllll,Yes,BRO,1,1,
6/3/2025 17:22:35,Joseph S - NotSham#89034,Brett C - EwoksRBae#03223,2-0,,,,No,-,1,1,
6/3/2025 17:50:51,Alexis M - Alexsfly#67052,Chris P - Joker01#66827,2-1,,,,No,STX,1,1,
6/3/2025 18:20:08,Lukas M - Finley_2k1#30925,Bernard B - bforbernard#46312,2-0,,,,No,BRO,1,1,
6/3/2025 18:25:56,Evan C - PeasOfCrab#00133,Alexis M - Alexsfly#67052,2-0,,,,No,SNC,1,1,
6/3/2025 18:41:02,Daniel L - Yellfior#73187,Evan L - Evan#97713,2-0,,,GGs!,No,STX,1,1,
6/3/2025 19:29:24,John P - gokuorgohome#51511,Daniel L - Yellfior#73187,2-0,,,,No,-,1,1,
6/3/2025 20:04:52,John P - gokuorgohome#51511,Lukas M - Finley_2k1#30925,2-1,,,,No,STX,1,1,
6/3/2025 20:14:03,Sawyer T - soyboy#35469,Chris R - Sinkwater#27508,2-0,,,,No,NEO,1,1,
6/3/2025 20:16:15,Michael M - Atombomb11991#07305,Adam E - adamend#97520,2-1,,,,No,MID,1,1,
6/3/2025 21:00:13,Mitchel S - SpaghettiMitch#18619,Maranda L - BlackCanary#59791,2-0,,,,No,DMU,1,1,
6/3/2025 21:28:37,Chris R - Sinkwater#27508,Zack H - HackZolt#31077,2-1,,,,No,NEO,1,1,
6/3/2025 22:34:35,Joaquin E - DiabolicMachine#23891,Michael M - Atombomb11991#07305,2-1,,,,No,STX,1,1,
6/3/2025 23:04:08,Michael M - Atombomb11991#07305,Matthew G - iluvatar777#20638,2-0,,,,No,SNC,1,1,
6/4/2025 1:02:48,David W - dwchief#36641,Preston B - Vorbis#46420,2-0,,,GGs + pack blessings!,No,NEO,1,1,
6/4/2025 2:08:56,Cody-Rayce MG - Rayce#56572,David W - dwchief#36641,2-0,,,ggs,No,-,1,1,
6/4/2025 6:37:07,Elliot H - blobby#99425,Tom M - Nestorow#05112,2-0,,,,No,DMU,1,1,
6/4/2025 7:04:50,Buster S - Hugester#31975,Salvatore P - Unborne#42237,2-0,,,,Yes,BRO,1,1,
6/4/2025 9:13:15,Dirk E - BegginBlue#16667,Tom M - Nestorow#05112,2-0,,,,Yes,SNC,1,1,
6/4/2025 13:06:45,Chris P - Joker01#66827,Wyatt C - hotdolphin#30769,2-1,,,,No,-,1,1,
6/4/2025 15:41:39,Matt F - MadeMyBus#92429,Parker D - Android77#15898,2-0,,,,No,STX,1,1,
6/4/2025 16:28:53,Cody-Rayce MG - Rayce#56572,Matt F - MadeMyBus#92429,2-1,,,ggs wp,No,DMU,1,1,
6/4/2025 16:50:13,Mitchel S - SpaghettiMitch#18619,Joe T - elasticity#07466,2-1,,,,No,BRO,1,1,
6/4/2025 19:12:40,Daniel G - FriskyHobbit#43185,Sebastian B - 22bebo#54651,2-1,,,,No,STX,1,1,
6/4/2025 19:46:32,DeWitt K - SeethingOctopus#02129,Parker D - Android77#15898,2-0,,,,Yes,MID,1,1,
6/4/2025 22:02:48,Michael M - Atombomb11991#07305,Jacob B - Jacobbarnett15#95139,2-1,,,,No,DMU,1,1,
6/4/2025 22:08:16,Maranda L - BlackCanary#59791,Renaud C - ArExSea#25399,2-1,,,,No,-,1,1,
6/4/2025 23:36:26,Daniel G - FriskyHobbit#43185,Sylvain T - Iquitos#15484,2-0,,,,No,STX,1,1,
6/4/2025 23:59:53,Chris O - Chriso91#46230,Ben M - cardmaaster#84341,2-0,,,,No,MID,1,1,
6/5/2025 0:47:07,Preston B - Vorbis#46420,Christopher G - oompaloompa#65002,2-0,,,,No,MID,1,1,
6/5/2025 1:02:55,Keelan T - Dufel#75965,Matt F - MadeMyBus#92429,2-0,,,,No,NEO,1,1,
6/5/2025 9:58:55,Chris O - Chriso91#46230,Salvatore P - Unborne#42237,2-1,,,,No,-,1,1,
6/5/2025 11:07:07,Joe T - elasticity#07466,Dan A - BEATDOWNBRINGA#04779,2-1,,,,No,STX,1,1,
6/5/2025 12:38:10,Dirk E - BegginBlue#16667,Miranda J - MajicMiranda#55720,2-0,,,,Yes,SNC,1,1,
6/5/2025 13:14:46,Matt S - mullethunter324#49693,Chris O - Chriso91#46230,2-0,,,,No,DMU,1,1,
6/5/2025 14:36:10,Nicholas H - JetPilot#02453,Zeke W - smarmyplatapus#30066,2-0,,,,No,-,1,1,
6/5/2025 15:20:41,Joe T - elasticity#07466,Nicholas H - JetPilot#02453,2-1,,,,No,MID,1,1,
6/5/2025 16:28:39,Colton S - ColtonCooper#56958,Daniel M - HPWizard#40332,2-1,,,,No,BRO,1,1,
6/5/2025 16:58:12,Joel G - DandelionsOut#82916,Daniel M - HPWizard#40332,2-0,,,,Yes,STX,1,1,
6/5/2025 18:04:03,Matthias H - Rezreh#11308,Dan A - BEATDOWNBRINGA#04779,2-0,,,,No,MID,1,1,
6/5/2025 18:44:20,Nik S - njsiii#50504,Joel G - DandelionsOut#82916,2-1,,,,No,NEO,1,1,
6/5/2025 20:14:30,Aaron B - Bevelman#18220,Matt St - bubbasbums#70462,2-0,,,ggs,No,-,1,1,
6/5/2025 21:06:19,Aaron B - Bevelman#18220,Joe T - elasticity#07466,2-0,,,,No,-,1,1,
6/5/2025 22:02:25,Nik S - njsiii#50504,Christopher G - oompaloompa#65002,2-1,,,,No,BRO,1,1,
6/5/2025 22:26:07,Keelan T - Dufel#75965,Daniel B - hmishima#77128,2-0,,,,No,-,1,1,
6/5/2025 22:38:24,Christopher G - oompaloompa#65002,Sylvain T - Iquitos#15484,2-0,,,,No,-,1,1,
6/5/2025 23:01:24,Colton S - ColtonCooper#56958,Keelan T - Dufel#75965,2-1,,,,No,BRO,1,1,
6/5/2025 23:24:40,Chris O - Chriso91#46230,Colton S - ColtonCooper#56958,2-0,,,,No,DMU,1,1,
6/5/2025 23:50:18,Preston B - Vorbis#46420,Miranda J - MajicMiranda#55720,2-0,,,"Well fought, Abzan kin!",No,BRO,1,1,
6/6/2025 1:14:56,Sebastian B - 22bebo#54651,Ben M - cardmaaster#84341,2-1,,,GGs!,No,-,1,1,
6/6/2025 11:37:15,Jacob B - Jacobbarnett15#95139,Daniel M - HPWizard#40332,2-1,,,,No,NEO,1,1,
6/6/2025 11:48:38,Aaron R - Arn#51224,Joel G - DandelionsOut#82916,2-0,,,,No,STX,1,1,
6/6/2025 11:55:34,Enrique O - Caex#39549,Eric S - Smitte#94855,2-1,,,,No,STX,1,1,
6/6/2025 12:37:16,Enrique O - Caex#39549,Joel G - DandelionsOut#82916,2-1,,,,No,-,1,1,
6/6/2025 13:54:13,Maranda L - BlackCanary#59791,Alex O - Poisonedchicken#66453,2-0,,,,No,STX,1,1,
6/6/2025 13:59:12,Sebastian B - 22bebo#54651,Zack H - HackZolt#31077,2-1,,,GGs!,No,-,1,1,
6/6/2025 14:20:34,Sebastian B - 22bebo#54651,Daniel M - HPWizard#40332,2-0,,,GGs!,No,-,1,1,
6/6/2025 15:39:32,Dominic M - domdoes#32489,Tony D - Adoan4413#75317,2-0,,,laterz,No,-,1,1,
6/6/2025 17:00:40,Dominic M - domdoes#32489,Colton S - ColtonCooper#56958,2-1,,,gg,No,-,1,1,
6/6/2025 17:15:25,Paul G - TheDragon#61289,Cameron B - KingEggbert#01276,2-0,,,,No,DMU,1,1,
6/6/2025 17:25:29,Matthew H - Almost#13446,Chris P - Joker01#66827,2-0,,,,Yes,DMU,1,1,
6/6/2025 17:41:49,Lukas M - Finley_2k1#30925,Jordan M - JMTron#46639,2-1,,,,No,SNC,1,1,
6/6/2025 17:43:52,Emmett F - Sepulchure#51526,Bernard B - bforbernard#46312,2-1,,,,No,DMU,1,1,
6/6/2025 17:56:31,Eric S - Smitte#94855,Lotte P - Lotte #93345,2-0,,,GGs,No,STX,1,1,
6/6/2025 17:57:29,John D - DailyDraft#87013,Troy A - Tadams54#66582,2-1,,,,No,SNC,1,1,
6/6/2025 18:13:27,Matthew H - Almost#13446,Nick A - Nistar#14127,2-0,,,,Yes,MID,1,1,
6/6/2025 18:20:34,Jordan M - JMTron#46639,Daniel G - FriskyHobbit#43185,2-0,,,,No,-,1,1,
6/6/2025 19:15:22,Evan C - PeasOfCrab#00133,Sawyer T - soyboy#35469,2-1,,,,Yes,DMU,1,1,
6/6/2025 19:47:06,Jordan M - JMTron#46639,Ryan M - rrrn22#32842,2-1,,,,No,-,1,1,
6/6/2025 23:00:59,Maxime R - tasigurr#89921,Paul R - QildorCrana#01941,2-1,,,,No,MID,1,1,
6/6/2025 23:26:46,John D - DailyDraft#87013,Lukas M - Finley_2k1#30925,2-0,,,,No,-,1,1,
6/6/2025 23:56:48,John D - DailyDraft#87013,Paul R - QildorCrana#01941,2-1,,,,No,STX,1,1,
6/7/2025 0:27:06,Paul R - QildorCrana#01941,Evan C - PeasOfCrab#00133,2-0,,,GGs,No,MID,1,1,
6/7/2025 0:30:40,Aaron B - Bevelman#18220,Maxime R - tasigurr#89921,2-1,,,"ggs, crazy games!",No,NEO,1,1,
6/7/2025 1:18:39,Evan C - PeasOfCrab#00133,Steve T - strout#45062,2-0,,,,Yes,NEO,1,1,
6/7/2025 5:05:50,Lotte P - Lotte #93345,Elliot H - blobby#99425,2-1,,,,No,STX,1,1,
6/7/2025 9:21:33,Keelan T - Dufel#75965,Lotte P - Lotte #93345,2-0,,,,No,MID,1,1,
6/7/2025 12:04:46,Paul R - QildorCrana#01941,Alex L - Alaexaender#76659,2-1,,,GGs,No,-,1,1,
6/7/2025 12:58:42,Adam S - wizma#29010,Johnny M - Johnny#69519,2-0,,,Good games!,No,-,1,1,
6/7/2025 15:41:19,Aaron B - Bevelman#18220,Parker D - Android77#15898,2-1,,,ggs,No,NEO,1,1,
6/7/2025 16:07:10,Caleb G - Whynaut#28590,John D - DailyDraft#87013,2-0,,,,No,-,1,1,
6/7/2025 16:40:34,Enrique O - Caex#39549,Alex M - ItsYaBoiAlex#76222,2-1,,,,Yes,-,1,1,
6/7/2025 16:59:40,Lotte P - Lotte #93345,Cody-Rayce MG - Rayce#56572,2-0,,,,No,DMU,1,1,
6/7/2025 17:06:01,DeWitt K - SeethingOctopus#02129,Adam E - adamend#97520,2-0,,,,Yes,SNC,1,1,
6/7/2025 18:02:55,Jeremy E - Lhurgoyf#37289,Cody-Rayce MG - Rayce#56572,2-1,,,MARNERRRRRR,No,BRO,1,1,
6/7/2025 18:05:20,Stephen H - Crayth#38098,Dirk E - BegginBlue#16667,2-0,,,,No,SNC,1,1,
6/7/2025 18:18:30,Lotte P - Lotte #93345,Enrique O - Caex#39549,2-1,,,,No,NEO,1,1,
6/7/2025 18:35:00,Adam E - adamend#97520,Dirk E - BegginBlue#16667,2-0,,,,Yes,NEO,1,1,
6/7/2025 20:24:57,Alexis M - Alexsfly#67052,Eric S - Smitte#94855,2-0,,,,No,NEO,1,1,
6/7/2025 23:15:47,Nik S - njsiii#50504,Preston B - Vorbis#46420,2-0,,,,No,BRO,1,1,
6/7/2025 23:24:03,Alexis M - Alexsfly#67052,Aaron B - Bevelman#18220,2-1,,,,No,-,1,1,
6/8/2025 0:01:52,Nik S - njsiii#50504,Stephen H - Crayth#38098,2-1,,,,No,STX,1,1,
6/8/2025 1:21:38,Elliot H - blobby#99425,Paul R - QildorCrana#01941,2-0,,,,No,-,1,1,
6/8/2025 2:23:47,Paul G - TheDragon#61289,Elliot H - blobby#99425,2-0,,,Very ggs,No,DMU,1,1,
6/8/2025 7:08:50,Oskar T - ossytubbi#87966,Buster S - Hugester#31975,2-0,,,,No,-,1,1,
6/8/2025 11:26:56,Keelan T - Dufel#75965,Oskar T - ossytubbi#87966,2-0,,,,No,-,1,1,
6/8/2025 12:51:20,Caleb G - Whynaut#28590,Troy A - Tadams54#66582,2-0,,,,No,-,1,1,
6/8/2025 13:16:44,Caleb G - Whynaut#28590,Matthew H - Almost#13446,2-0,,,,No,DMU,1,1,
6/8/2025 16:32:08,John P - gokuorgohome#51511,Bernard B - bforbernard#46312,2-1,,,ggs,No,STX,1,1,
6/8/2025 16:41:56,Caleb G - Whynaut#28590,Evan C - PeasOfCrab#00133,2-0,,,,No,STX,1,1,
6/8/2025 17:02:05,Austin L - letschanator#96536,Caleb G - Whynaut#28590,2-0,,,,No,SNC,1,1,
6/8/2025 17:35:01,Christopher G - oompaloompa#65002,Austin L - letschanator#96536,2-0,,,,No,DMU,1,1,
6/8/2025 18:14:40,Evan C - PeasOfCrab#00133,Austin L - letschanator#96536,2-1,,,,No,-,1,1,
6/8/2025 19:09:04,Adam S - wizma#29010,Keelan T - Dufel#75965,2-0,,,Thanks for the match!,No,DMU,1,1,
6/8/2025 19:13:50,Christopher G - oompaloompa#65002,Nik S - njsiii#50504,2-1,,,,No,SNC,1,1,
6/8/2025 21:07:05,Elliot H - blobby#99425,Joaquin E - DiabolicMachine#23891,2-1,,,,Yes,SNC,1,1,
6/8/2025 21:31:49,Enrique O - Caex#39549,DeWitt K - SeethingOctopus#02129,2-1,,,,No,BRO,1,1,
6/8/2025 22:29:34,Christopher G - oompaloompa#65002,Joaquin E - DiabolicMachine#23891,2-1,,,,No,-,1,1,
6/8/2025 23:10:18,Christopher G - oompaloompa#65002,Emmett F - Sepulchure#51526,2-1,,,,No,STX,1,1,
6/8/2025 23:28:16,Enrique O - Caex#39549,Maranda L - BlackCanary#59791,2-0,,,,No,SNC,1,1,
6/9/2025 0:07:43,Emmett F - Sepulchure#51526,Sawyer T - soyboy#35469,2-1,,,,No,-,1,1,
6/9/2025 0:16:41,Enrique O - Caex#39549,Stephen H - Crayth#38098,2-1,,,,No,NEO,1,1,
6/9/2025 13:03:34,Eric S - Smitte#94855,Cameron B - KingEggbert#01276,2-1,,,,No,MID,1,1,
6/9/2025 13:04:34,Nik S - njsiii#50504,Matt S - mullethunter324#49693,2-0,,,,No,-,1,1,
6/9/2025 13:50:48,Nik S - njsiii#50504,Eric S - Smitte#94855,2-1,,,,No,-,1,1,
6/9/2025 14:11:35,Adam E - adamend#97520,Jacob B - Jacobbarnett15#95139,2-1,,,,No,SNC,1,1,
6/9/2025 14:51:36,Joseph S - NotSham#89034,Nicholas H - JetPilot#02453,2-0,,,,No,-,1,1,
6/9/2025 15:51:58,Joseph S - NotSham#89034,Nick A - Nistar#14127,2-1,,,"Great match, 3 great games",No,-,1,1,
6/9/2025 16:08:10,Paul G - TheDragon#61289,Nik S - njsiii#50504,2-0,,,,No,DMU,1,1,
6/9/2025 16:51:34,Evan L - Evan#97713,Elliot H - blobby#99425,2-0,,,,Yes,BRO,1,1,
6/9/2025 17:13:05,Alexis M - Alexsfly#67052,Adam E - adamend#97520,2-1,,,,No,-,1,1,
6/9/2025 17:43:44,Matthew H - Almost#13446,John P - gokuorgohome#51511,2-0,,,,No,SNC,1,1,
6/9/2025 18:03:44,Cameron B - KingEggbert#01276,Chris R - Sinkwater#27508,2-0,,,GG!,No,SNC,1,1,
6/9/2025 18:13:58,Maxime R - tasigurr#89921,Evan L - Evan#97713,2-1,,,,No,MID,1,1,
6/9/2025 18:49:20,Christopher G - oompaloompa#65002,Chris P - Joker01#66827,2-0,,,,No,-,1,1,
6/9/2025 18:57:51,Cameron B - KingEggbert#01276,Maxime R - tasigurr#89921,2-0,,,GG!,No,MID,1,1,
6/9/2025 19:22:49,Kole D - Kole#38870,Aaron R - Arn#51224,2-1,,,,No,-,1,1,
6/9/2025 20:12:39,John P - gokuorgohome#51511,Cody-Rayce MG - Rayce#56572,2-0,,,,No,MID,1,1,
6/9/2025 20:34:13,Maxime R - tasigurr#89921,Michael M - Atombomb11991#07305,2-0,,,,No,SNC,1,1,
6/9/2025 20:39:42,John P - gokuorgohome#51511,Alexis M - Alexsfly#67052,2-0,,,,No,-,1,1,
6/9/2025 20:56:34,Adam S - wizma#29010,Chris R - Sinkwater#27508,2-1,,,Great match! See you next league!,No,-,1,1,
6/9/2025 21:13:35,John P - gokuorgohome#51511,Michael M - Atombomb11991#07305,2-1,,,,No,-,1,1,
6/9/2025 22:16:01,Mitchel S - SpaghettiMitch#18619,Bernard B - bforbernard#46312,2-0,,,,No,-,1,1,
6/9/2025 22:51:08,Preston B - Vorbis#46420,Mitchel S - SpaghettiMitch#18619,2-0,,,,No,DMU,1,1,
6/9/2025 23:40:28,Preston B - Vorbis#46420,Stephen H - Crayth#38098,2-1,,,,No,-,1,1,
6/10/2025 7:34:49,Paul G - TheDragon#61289,Evan L - Evan#97713,2-0,,,Ggs,No,-,1,1,
6/10/2025 10:47:51,Jeremy E - Lhurgoyf#37289,Enrique O - Caex#39549,2-0,,,,No,SNC,1,1,
6/10/2025 13:45:26,Chris O - Chriso91#46230,Maranda L - BlackCanary#59791,2-0,,,,No,MID,1,1,
6/10/2025 14:39:02,Cameron B - KingEggbert#01276,Jordan M - JMTron#46639,2-1,,,GGs!,No,NEO,1,1,
6/10/2025 19:03:59,DeWitt K - SeethingOctopus#02129,Kole D - Kole#38870,2-1,,,,No,STX,1,1,
6/10/2025 19:36:59,DeWitt K - SeethingOctopus#02129,Emmett F - Sepulchure#51526,2-1,,,,No,SNC,1,1,
6/10/2025 21:47:05,Maranda L - BlackCanary#59791,Matthew H - Almost#13446,2-0,,,,No,MID,1,1,
6/10/2025 23:07:56,Kole D - Kole#38870,Jeremy E - Lhurgoyf#37289,2-1,,,,No,-,1,1,
6/11/2025 0:25:29,Emmett F - Sepulchure#51526,Matt F - MadeMyBus#92429,2-1,,,,No,-,1,1,
6/11/2025 1:49:01,Steve T - strout#45062,Parker D - Android77#15898,2-1,,,GGs!,No,-,1,1,
6/11/2025 11:10:46,Adam S - wizma#29010,Paul G - TheDragon#61289,2-0,,,Good luck getting Top 8! You’ve got this!,No,BRO,1,1,
6/11/2025 14:36:10,Maranda L - BlackCanary#59791,Joseph S - NotSham#89034,2-0,,,,No,-,1,1,
6/11/2025 15:14:31,Steve T - strout#45062,Jacob B - Jacobbarnett15#95139,2-1,,,GGs!,No,-,1,1,
6/11/2025 16:02:20,Steve T - strout#45062,Dan A - BEATDOWNBRINGA#04779,2-0,,,GGs!,No,BRO,1,1,
6/11/2025 17:16:47,Cody-Rayce MG - Rayce#56572,Dominic M - domdoes#32489,2-0,,,ggs,No,NEO,1,1,
6/11/2025 20:23:28,Maranda L - BlackCanary#59791,Dan A - BEATDOWNBRINGA#04779,2-1,,,"So happy we both got to do the thing, love our tradition to always play at the end <3",No,-,1,1,
6/11/2025 21:45:14,Steve T - strout#45062,Mitchel S - SpaghettiMitch#18619,2-0,,,GGs!,No,-,1,1,
6/11/2025 23:53:01,Adam S - wizma#29010,Preston B - Vorbis#46420,2-1,,,Final week rivalry! Good match!,No,STX,1,1,
6/12/2025 15:08:05,Sebastian B - 22bebo#54651,Cody-Rayce MG - Rayce#56572,2-0,,,GGs!,No,-,1,1,
6/12/2025 16:33:09,Enrique O - Caex#39549,Dominic M - domdoes#32489,2-0,,,GGs,No,-,1,1,
6/12/2025 19:27:42,DeWitt K - SeethingOctopus#02129,Tom M - Nestorow#05112,2-0,,,,Yes,-,1,1,
6/13/2025 0:04:56,Preston B - Vorbis#46420,Sebastian B - 22bebo#54651,2-1,,,Great games - super tight!,No,MID,1,1,
6/13/2025 2:01:22,Dirk E - BegginBlue#16667,Preston B - Vorbis#46420,2-0,,,,No,-,1,1,
6/13/2025 2:28:04,Jordan M - JMTron#46639,Dirk E - BegginBlue#16667,2-1,,,,No,-,1,1,
6/13/2025 14:48:10,Kole D - Kole#38870,Keelan T - Dufel#75965,2-1,,,,No,-,1,1,
6/13/2025 15:14:46,Kole D - Kole#38870,Sebastian B - 22bebo#54651,2-0,,,,No,-,1,1,