Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,Punishment Pack,,Winner Colour Pair,Loser Colour Pair,Punishment Pack,,Punishment Pack choice?
9/15/2023 23:10:21,Noah B - Sisco#71800,Drake M - KoMODO#43282,2-1,,1,,MOM,,,,,,
9/15/2023 23:22:26,Dustin D - Bloone#16018,Steve T - strout#45062,2-1,,1,,WOE,,,,,,
9/15/2023 23:46:26,Steve T - strout#45062,Drake M - KoMODO#43282,2-0,,1,GGs!,MOM,,,,,,
9/16/2023 0:27:34,Emmett F - Sepulchure#51526,Jaidin M - MnemonicDevice#38774,2-0,,1,,MOM,,,,,,
9/16/2023 0:32:16,Sean Sp - Talrand#06333,Drake M - KoMODO#43282,2-1,,1,,MOM,,,,,,
9/16/2023 0:49:02,Jack H - Rakic#98298,Warren M - LinkThePlaneswalker33#61905,2-1,,1,,MOM,,,,,,
9/16/2023 0:58:48,Christopher G - oompaloompa#65002,Sean Sp - Talrand#06333,2-0,,1,,WOE,,,,,,
9/16/2023 1:22:15,Drake M - KoMODO#43282,Emmett F - Sepulchure#51526,2-1,,1,,MOM,,,,,,
9/16/2023 1:50:07,Jack H - Rakic#98298,Damian S - ButCrackMagic#71223,2-0,,1,,WOE,,,,,,
9/16/2023 7:46:45,Nik S - njsiii#50504,Oskar T - Ossytubbi#87966,2-1,,1,,WOE,,,,,,
9/16/2023 11:19:04,Nik S - njsiii#50504,Kevin C - Keviiiiin#67886,2-1,,1,,WOE,,,,,,
9/16/2023 12:24:47,Emmett F - Sepulchure#51526,Jon M - It'sMagic#46950,2-0,,1,,WOE,,,,,,
9/16/2023 12:33:43,Ron C - Lennor#52740,Dustin D - Bloone#16018,2-1,,1,,WOE,,,,,,
9/16/2023 13:22:17,Warren M - LinkThePlaneswalker33#61905,Drake M - KoMODO#43282,2-0,,1,,MOM,,,,,,
9/16/2023 13:40:16,Jeremy E - Lhurgoyf#37289,Oskar T - Ossytubbi#87966,2-0,,1,,WOE,,,,,,
9/16/2023 14:19:46,Mitchel S - SpaghettiMitch#18619,Philip B - Plipster#75000,2-0,,1,,WOE,,,,,,
9/16/2023 14:46:14,Drake M - KoMODO#43282,Jack H - Rakic#98298,2-1,,1,,WOE,,,,,,
9/16/2023 14:50:34,Wyatt C - hotdolphin#30769,Mitchel S - SpaghettiMitch#18619,2-1,,1,,MOM,,,,,,
9/16/2023 14:51:54,Jacob V - Drysle#29533,Jon M - It'sMagic#46950,2-1,,1,,WOE,,,,,,
9/16/2023 15:44:52,Russell S - rstad#89052,Wyatt C - hotdolphin#30769,2-0,,1,,WOE,,,,,,
9/16/2023 16:51:05,Adam S - wizma#29010,Lotte P - Lotte #93345,2-0,,1,Great games!,MOM,,,,,,
9/16/2023 16:54:08,Mitchel S - SpaghettiMitch#18619,Michael M - Atombomb11991#07305,2-0,,1,,WOE,,,,,,
9/16/2023 17:03:34,Jeremy E - Lhurgoyf#37289,Philip B - Plipster#75000,2-1,,1,,WOE,,,,,,
9/16/2023 17:43:53,Lotte P - Lotte #93345,Cody-Rayce MG - Rayce#56572,2-0,,1,,MOM,,,,,,
9/16/2023 18:25:31,Jack H - Rakic#98298,Lotte P - Lotte #93345,2-0,,1,,MOM,,,,,,
9/16/2023 19:29:28,Juan Q - JuanCu#95616,Miguel B - Ethereus#60108,2-0,,1,,WOE,,,,,,
9/16/2023 20:02:42,Ron C - Lennor#52740,Miguel B - Ethereus#60108,2-0,,1,,WOE,,,,,,
9/16/2023 20:19:11,Warren M - LinkThePlaneswalker33#61905,Juan Q - JuanCu#95616,2-1,,1,,MOM,,,,,,
9/16/2023 20:56:11,Jacob V - Drysle#29533,Ryan W - MuttBunchies#61653,2-0,,1,,WOE,,,,,,
9/16/2023 21:36:01,Kevin I - kni1993#29285,Zach G - ShardZ#61812,2-1,,1,,MOM,,,,,,
9/16/2023 21:45:04,Ryan W - MuttBunchies#61653,Jordan P - Chunkieluver53#92811,2-1,,1,,WOE,,,,,,
9/16/2023 22:21:37,Adam S - wizma#29010,Ron C - Lennor#52740,2-1,,1,Bitterblossom! Yargle!,MOM,,,,,,
9/16/2023 23:15:07,Mitchel S - SpaghettiMitch#18619,Christopher G - oompaloompa#65002,2-1,,1,,MOM,,,,,,
9/17/2023 0:05:11,Robert M - LaughItUp#38462,Sawyer T - soyboy#35469,2-1,,1,,MOM,,,,,,
9/17/2023 0:05:35,Warren M - LinkThePlaneswalker33#61905,Zach G - ShardZ#61812,2-0,,1,,WOE,,,,,,
9/17/2023 0:39:25,Adam S - wizma#29010,Christopher G - oompaloompa#65002,2-1,,1,"Great games, very close!",MOM,,,,,,
9/17/2023 1:40:12,Paul G - TheDragon#61289,Robert M - LaughItUp#38462,2-0,,1,,MOM,,,,,,
9/17/2023 10:29:03,Dan A - BEATDOWNBRINGA#04779,Eric S - Smitte#94855,2-1,,1,,MOM,,,,,,
9/17/2023 11:15:40,Nik S - njsiii#50504,Jeremy E - Lhurgoyf#37289,2-1,,1,,MOM,,,,,,
9/17/2023 13:33:44,James S - Zoid#33631,Kevin I - kni1993#29285,2-0,,1,,BRO,,,,,,
9/17/2023 14:30:32,Jondrion J - jondrion#40531,Jacob V - Drysle#29533,2-0,,1,,MOM,,,,,,
9/17/2023 15:03:35,Jondrion J - jondrion#40531,Caleb K - BlackEcho#09078,2-1,,1,,WOE,,,,,,
9/17/2023 15:25:58,James S - Zoid#33631,Zach G - ShardZ#61812,2-0,,1,,WOE,,,,,,
9/17/2023 16:45:30,Jeremy E - Lhurgoyf#37289,Jacob V - Drysle#29533,2-1,,1,,MOM,,,,,,
9/17/2023 19:04:24,Jeremy E - Lhurgoyf#37289,Chris Y - Yorke on Games#66909,2-0,,1,,MOM,,,,,,
9/17/2023 19:53:25,Michael M - Atombomb11991#07305,Nick L - NextLevelNick#79827,2-1,,1,,WOE,,,,,,
9/17/2023 20:15:04,John R - Ged#72302,Kevin I - kni1993#29285,2-0,,1,ggs.,DMU,,,,,,
9/17/2023 20:32:11,Juan Q - JuanCu#95616,Nick L - NextLevelNick#79827,2-0,,1,,WOE,,,,,,
9/17/2023 20:55:59,Chris Y - Yorke on Games#66909,Daniel G - FriskyHobbit#43185,2-0,,1,GGs!,WOE,,,,,,
9/17/2023 21:31:24,Tony G - YnotRock#76764,Chris Y - Yorke on Games#66909,2-0,,1,,MOM,,,,,,
9/17/2023 21:34:40,Caleb K - BlackEcho#09078,Pierre-Marc D - pmduguay#67919,2-0,,1,,WOE,,,,,,
9/17/2023 21:41:05,Devin L - Dalopi#45146,Daniel G - FriskyHobbit#43185,2-1,,1,,MOM,,,,,,
9/17/2023 22:03:16,Tony G - YnotRock#76764,Chris R - Sinkwater#27508,2-1,,1,,WOE,,,,,,
9/17/2023 22:04:48,Cody-Rayce MG - Rayce#56572,Pierre-Marc D - pmduguay#67919,2-0,,1,,MOM,,,,,,
9/17/2023 22:11:03,Zach C - ZachCarr#31881,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,MOM,,,,,,
9/17/2023 22:44:14,Chris R - Sinkwater#27508,Pierre-Marc D - pmduguay#67919,2-0,,1,,MOM,,,,,,
9/17/2023 22:46:55,Zach C - ZachCarr#31881,Nik S - njsiii#50504,2-1,,1,,MOM,,,,,,
9/17/2023 22:55:07,Zeke W - smarmyplatapus#30066,Sylvain T - Iquitos#15484,2-0,,1,,WOE,,,,,,
9/17/2023 23:09:25,Chris Y - Yorke on Games#66909,Dan A - BEATDOWNBRINGA#04779,2-1,,1,MOM FTW!,MOM,,,,,,
9/17/2023 23:37:57,Zeke W - smarmyplatapus#30066,Johnny M - Johnny#69519,2-1,,1,,WOE,,,,,,
9/18/2023 0:30:42,Pedro D - Goombassa#17203,Nick L - NextLevelNick#79827,2-0,,1,GGs,WOE,,,,,,
9/18/2023 0:31:47,Cody-Rayce MG - Rayce#56572,Zeke W - smarmyplatapus#30066,2-1,,1,ggs,BRO,,,,,,
9/18/2023 1:07:09,Pedro D - Goombassa#17203,Sawyer T - soyboy#35469,2-0,,1,GGs,MOM,,,,,,
9/18/2023 6:17:57,Thijn H - Thi-Jin#83537,Paul G - TheDragon#61289,2-1,,1,,MOM,,,,,,
9/18/2023 7:53:46,Jondrion J - jondrion#40531,Paul G - TheDragon#61289,2-0,,1,"Succes nog verder, hopelijk minder mulligans!",MOM,,,,,,
9/18/2023 8:50:10,Kevin I - kni1993#29285,Jondrion J - jondrion#40531,2-0,,1,,MOM,,,,,,
9/18/2023 11:16:04,Pierre-Marc D - pmduguay#67919,Jon M - It'sMagic#46950,2-1,,1,,MOM,,,,,,
9/18/2023 11:56:14,John P - gokuorgohome#51511,Joaquin E - DiabolicMachine#23891,2-0,,1,,WOE,,,,,,
9/18/2023 12:45:42,Paul G - TheDragon#61289,Joaquin E - DiabolicMachine#23891,2-1,,1,,MOM,,,,,,
9/18/2023 13:04:09,Thijn H - Thi-Jin#83537,John P - gokuorgohome#51511,2-1,,1,,WOE,,,,,,
9/18/2023 14:22:25,John R - Ged#72302,Jon M - It'sMagic#46950,2-0,,1,ggs,WOE,,,,,,
9/18/2023 15:46:08,Cody-Rayce MG - Rayce#56572,Joaquin E - DiabolicMachine#23891,2-1,,1,ggs w p,MOM,,,,,,
9/18/2023 15:55:16,Chris P - Joker01#66827,John P - gokuorgohome#51511,2-1,,1,,WOE,,,,,,
9/18/2023 16:56:31,Sean Sp - Talrand#06333,Richard K - preacher26#59445,2-1,,1,,MOM,,,,,,
9/18/2023 17:05:41,Dustin D - Bloone#16018,John P - gokuorgohome#51511,2-0,,1,,WOE,,,,,,
9/18/2023 17:42:57,Richard K - preacher26#59445,Cayden T - DontMessWithMyCards#65625,2-1,,1,,WOE,,,,,,
9/18/2023 17:43:33,Johnny M - Johnny#69519,Michael M - Atombomb11991#07305,2-1,,1,,WOE,,,,,,
9/18/2023 18:01:05,Rafael F - Prudent#24319,Kevin C - Keviiiiin#67886,2-1,,1,Woe Strong!,WOE,,,,,,
9/18/2023 18:04:06,Sean Sp - Talrand#06333,Chris R - Sinkwater#27508,2-1,,1,,WOE,,,,,,
9/18/2023 18:23:42,Johnny M - Johnny#69519,John P - gokuorgohome#51511,2-1,,1,,WOE,,,,,,
9/18/2023 18:30:35,Kevin C - Keviiiiin#67886,Cayden T - DontMessWithMyCards#65625,2-0,,1,,WOE,,,,,,
9/18/2023 19:01:36,Edgar A - PlayfulTerror#04926,Kevin C - Keviiiiin#67886,2-1,,1,GG's,WOE,,,,,,
9/18/2023 19:34:40,Ben G - perrako#88435,Caleb K - BlackEcho#09078,2-0,,1,Nail biter!,WOE,,,,,,
9/18/2023 19:38:28,Kevin C - Keviiiiin#67886,Damian S - ButCrackMagic#71223,2-0,,1,,MOM,,,,,,
9/18/2023 19:40:52,Wyatt C - hotdolphin#30769,Miguel B - Ethereus#60108,2-1,,1,,WOE,,,,,,
9/18/2023 20:10:35,Kevin I - kni1993#29285,Chris R - Sinkwater#27508,2-1,,1,,WOE,,,,,,
9/18/2023 20:18:49,Wyatt C - hotdolphin#30769,Pedro D - Goombassa#17203,2-0,,1,,WOE,,,,,,
9/18/2023 20:59:36,Adam S - wizma#29010,Chris Y - Yorke on Games#66909,2-0,,1,Almost Gruffed!,MOM,,,,,,
9/18/2023 21:04:48,Pedro D - Goombassa#17203,Devin L - Dalopi#45146,2-1,,1,GGs,WOE,,,,,,
9/18/2023 21:12:23,Tony G - YnotRock#76764,Phillip M - Fat_kitty#63794,2-1,,1,,WOE,,,,,,
9/18/2023 21:24:13,Jordan M - JMTron#46639,Chris R - Sinkwater#27508,2-1,,1,,WOE,,,,,,
9/18/2023 21:45:23,Miguel B - Ethereus#60108,Phillip M - Fat_kitty#63794,2-1,,1,,WOE,,,,,,
9/18/2023 22:00:13,Emmett F - Sepulchure#51526,James S - Zoid#33631,2-1,,1,,MOM,,,,,,
9/18/2023 22:18:12,Damian S - ButCrackMagic#71223,James S - Zoid#33631,2-0,,1,,MOM,,,,,,
9/18/2023 22:21:31,Emmett F - Sepulchure#51526,Nicholas K - Bionick#55161,2-0,,1,,WOE,,,,,,
9/18/2023 22:35:00,Chris P - Joker01#66827,Damian S - ButCrackMagic#71223,2-0,,1,,MOM,,,,,,
9/18/2023 22:41:35,Jack H - Rakic#98298,Mitchel S - SpaghettiMitch#18619,2-1,,1,,MOM,,,,,,
9/18/2023 22:44:12,Kyle C - AFKyle#29319,Sylvain T - Iquitos#15484,2-0,,1,,WOE,,,,,,
9/18/2023 22:56:46,James S - Zoid#33631,Nicholas K - Bionick#55161,2-0,,1,,WOE,,,,,,
9/18/2023 23:05:12,Pedro D - Goombassa#17203,Kyle C - AFKyle#29319,2-0,,1,GGs,DMU,,,,,,
9/18/2023 23:13:26,Miguel B - Ethereus#60108,Chris P - Joker01#66827,2-0,,1,,WOE,,,,,,
9/18/2023 23:38:12,Evan C - PeasOfCrab#00133,Kyle C - AFKyle#29319,2-1,,1,,WOE,,,,,,
9/19/2023 0:11:06,Jordan M - JMTron#46639,Kyle C - AFKyle#29319,2-0,,1,,BRO,,,,,,
9/19/2023 0:13:56,Sawyer T - soyboy#35469,Evan C - PeasOfCrab#00133,2-1,,1,,MOM,,,,,,
9/19/2023 0:45:13,Johnny M - Johnny#69519,Kyle C - AFKyle#29319,2-1,,1,random pack,ONE,,,,,,
9/19/2023 1:07:06,Sylvain T - Iquitos#15484,Evan C - PeasOfCrab#00133,2-1,,1,fun games!,MOM,,,,,,
9/19/2023 1:25:26,Wei C - Azayaka#83352,Miguel B - Ethereus#60108,2-0,,1,,WOE,,,,,,
9/19/2023 2:08:25,Evan C - PeasOfCrab#00133,Johnny M - Johnny#69519,2-1,,1,,WOE,,,,,,
9/19/2023 10:04:44,Oskar T - Ossytubbi#87966,Sylvain T - Iquitos#15484,2-0,,1,,WOE,,,,,,
9/19/2023 11:07:45,Rafael F - Prudent#24319,Oskar T - Ossytubbi#87966,2-1,,1,Some super tight games there gg,WOE,,,,,,
9/19/2023 14:09:48,Reed P - bigfingsnake#86869,Warren M - LinkThePlaneswalker33#61905,2-1,,1,,MOM,,,,,,
9/19/2023 15:24:24,Jordan M - JMTron#46639,Steve T - strout#45062,2-0,,1,,WOE,,,,,,
9/19/2023 17:58:35,Wei C - Azayaka#83352,Robert M - LaughItUp#38462,2-0,,1,,MOM,,,,,,
9/19/2023 18:24:08,Robert M - LaughItUp#38462,Edgar A - PlayfulTerror#04926,2-0,,1,,WOE,,,,,,
9/19/2023 18:33:16,Rafael F - Prudent#24319,Russell S - rstad#89052,2-1,,1,I am obediant now,MOM,,,,,,
9/19/2023 18:33:28,Eric S - Smitte#94855,Sawyer T - soyboy#35469,2-0,,1,,MOM,,,,,,
9/19/2023 19:30:01,Nicholas K - Bionick#55161,Mike P - UnwieldyBiscuit#26471,2-0,,1,,WOE,,,,,,
9/19/2023 19:34:52,Reed P - bigfingsnake#86869,Robert M - LaughItUp#38462,2-1,,1,,MOM,,,,,,
9/19/2023 19:43:57,Sean Sp - Talrand#06333,Nicholas K - Bionick#55161,2-0,,1,,WOE,,,,,,
9/19/2023 19:57:46,Reed P - bigfingsnake#86869,Daniel G - FriskyHobbit#43185,2-1,,1,,MOM,,,,,,
9/19/2023 20:13:31,Sean Sp - Talrand#06333,Mike P - UnwieldyBiscuit#26471,2-0,,1,,WOE,,,,,,
9/19/2023 20:33:29,Michael M - Atombomb11991#07305,Jordan P - Chunkieluver53#92811,2-1,,1,,WOE,,,,,,
9/19/2023 21:13:40,Daniel G - FriskyHobbit#43185,Tony G - YnotRock#76764,2-1,,1,,WOE,,,,,,
9/19/2023 21:31:25,Joaquin E - DiabolicMachine#23891,Daniel G - FriskyHobbit#43185,2-1,,1,,MOM,,,,,,
9/19/2023 21:42:50,Bob P - HIT#08120,Ryan D - TheSlickness#10857,2-1,,1,,WOE,,,,,,
9/19/2023 22:10:05,Eric S - Smitte#94855,Bob P - HIT#08120,2-1,,1,,ELD,,,,,,
9/19/2023 22:25:17,Richard K - preacher26#59445,Wei C - Azayaka#83352,2-0,,1,,MOM,,,,,,
9/19/2023 23:23:46,Ryan D - TheSlickness#10857,Wei C - Azayaka#83352,2-0,,1,,MOM,,,,,,
9/19/2023 23:49:49,Kyle C - AFKyle#29319,Caleb K - BlackEcho#09078,2-1,,1,,WOE,,,,,,
9/20/2023 0:46:46,Philip B - Plipster#75000,Kyle C - AFKyle#29319,2-1,,1,,ONE,,,,,,
9/20/2023 0:57:54,Ben G - perrako#88435,Noah B - Sisco#71800,2-0,,1,,WOE,,,,,,
9/20/2023 1:06:32,Reed P - bigfingsnake#86869,Philip B - Plipster#75000,2-0,,1,,WOE,,,,,,
9/20/2023 1:33:39,Sawyer T - soyboy#35469,Ben G - perrako#88435,2-1,,1,,WOE,,,,,,
9/20/2023 9:35:09,Adam S - wizma#29010,Thijn H - Thi-Jin#83537,2-1,,1,Great games!,WOE,,,,,,
9/20/2023 10:39:55,Tony G - YnotRock#76764,Thijn H - Thi-Jin#83537,2-1,,1,,WOE,,,,,,
9/20/2023 12:13:10,Thijn H - Thi-Jin#83537,Ryan D - TheSlickness#10857,2-1,,1,,WOE,,,,,,
9/20/2023 16:40:35,Jondrion J - jondrion#40531,Richard K - preacher26#59445,2-0,,1,,MOM,,,,,,
9/20/2023 19:31:10,Ben G - perrako#88435,John R - Ged#72302,2-0,,1,,WOE,,,,,,
9/20/2023 19:51:01,Michael M - Atombomb11991#07305,Eric S - Smitte#94855,2-1,,1,,MOM,,,,,,
9/20/2023 20:17:40,Ryan W - MuttBunchies#61653,John R - Ged#72302,2-1,,1,,WOE,,,,,,
9/20/2023 20:24:24,Devin L - Dalopi#45146,Nicholas K - Bionick#55161,2-0,,1,,WOE,,,,,,
9/20/2023 20:31:08,Reed P - bigfingsnake#86869,Ron C - Lennor#52740,2-0,,1,,MOM,,,,,,
9/20/2023 20:31:46,Mike P - UnwieldyBiscuit#26471,Jordan P - Chunkieluver53#92811,2-1,,1,,WOE,,,,,,
9/20/2023 21:03:46,Ron C - Lennor#52740,Ryan W - MuttBunchies#61653,2-0,,1,,WOE,,,,,,
9/20/2023 21:04:27,Mike P - UnwieldyBiscuit#26471,Devin L - Dalopi#45146,2-1,,1,,WOE,,,,,,
9/20/2023 21:39:52,Edgar A - PlayfulTerror#04926,Jordan P - Chunkieluver53#92811,2-0,,1,ggs,WOE,,,,,,
9/20/2023 22:00:23,Joaquin E - DiabolicMachine#23891,Edgar A - PlayfulTerror#04926,2-0,,1,,DMU,,,,,,
9/20/2023 22:03:21,Evan C - PeasOfCrab#00133,Zeke W - smarmyplatapus#30066,2-1,,1,,BRO,,,,,,
9/20/2023 22:16:56,Ryan W - MuttBunchies#61653,Devin L - Dalopi#45146,2-0,,1,,WOE,,,,,,
9/20/2023 23:03:28,Devin L - Dalopi#45146,Russell S - rstad#89052,2-0,,1,,MOM,,,,,,
9/20/2023 23:34:39,Sylvain T - Iquitos#15484,Jordan M - JMTron#46639,2-0,,1,,WOE,,,,,,
9/21/2023 0:37:52,Jordan M - JMTron#46639,Devin L - Dalopi#45146,2-0,,1,,WOE,,,,,,
9/21/2023 0:45:59,Noah B - Sisco#71800,Sylvain T - Iquitos#15484,2-1,,1,,WOE,,,,,,
9/21/2023 10:03:26,Austin C - theCortine#41513,Sylvain T - Iquitos#15484,2-0,,1,,WOE,,,,,,
9/21/2023 12:36:19,Austin C - theCortine#41513,Ryan W - MuttBunchies#61653,2-1,,1,,WOE,,,,,,
9/21/2023 13:09:26,John R - Ged#72302,Austin C - theCortine#41513,2-0,,1,ggs,WOE,,,,,,
9/21/2023 13:53:21,Ryan D - TheSlickness#10857,Ben G - perrako#88435,2-1,,1,,WOE,,,,,,
9/21/2023 14:02:30,Chris P - Joker01#66827,Austin C - theCortine#41513,2-0,,1,,WOE,,,,,,
9/21/2023 17:02:10,Ryan D - TheSlickness#10857,Maranda L - BlackCanary#59791,2-1,,1,,MOM,,,,,,
9/21/2023 17:55:11,Maranda L - BlackCanary#59791,Russell S - rstad#89052,2-1,,1,,MOM,,,,,,
9/21/2023 20:01:01,Maranda L - BlackCanary#59791,Edgar A - PlayfulTerror#04926,2-0,,1,,WOE,,,,,,
9/21/2023 20:28:46,Christopher G - oompaloompa#65002,Zach G - ShardZ#61812,2-0,,1,,MOM,,,,,,
9/21/2023 21:10:31,Maranda L - BlackCanary#59791,Phillip M - Fat_kitty#63794,2-0,,1,,WOE,,,,,,
9/21/2023 21:26:13,Dan A - BEATDOWNBRINGA#04779,Russell S - rstad#89052,2-0,,1,,MOM,,,,,,
9/21/2023 22:08:30,Dan A - BEATDOWNBRINGA#04779,Zach G - ShardZ#61812,2-1,,1,,WOE,,,,,,
9/21/2023 22:47:52,Joe T - elasticity#07466,Noah B - Sisco#71800,2-1,,1,,BRO,,,,,,
9/21/2023 22:51:40,Pierre-Marc D - pmduguay#67919,Bob P - HIT#08120,2-0,,1,,WOE,,,,,,
9/21/2023 23:16:44,Bob P - HIT#08120,Noah B - Sisco#71800,2-0,,1,,BRO,,,,,,
9/21/2023 23:20:03,Pierre-Marc D - pmduguay#67919,Joe T - elasticity#07466,2-1,,1,,WOE,,,,,,
9/21/2023 23:35:57,Pierre-Marc D - pmduguay#67919,Cayden T - DontMessWithMyCards#65625,2-0,,1,,WOE,,,,,,
9/21/2023 23:50:53,Joe T - elasticity#07466,Zeke W - smarmyplatapus#30066,2-0,,1,,BRO,,,,,,
9/22/2023 10:32:21,Zeke W - smarmyplatapus#30066,Christopher G - oompaloompa#65002,2-1,,1,"resubmit, wrong opponent - JM",MOM,,,,,,
9/22/2023 12:28:27,Rafael F - Prudent#24319,Steve T - strout#45062,2-1,,1,,WOE,,,,,,
9/22/2023 12:57:26,Jaidin M - MnemonicDevice#38774,Chris P - Joker01#66827,2-1,,1,,WOE,,,,,,
9/22/2023 13:57:08,Jaidin M - MnemonicDevice#38774,Joe T - elasticity#07466,2-1,,1,,WOE,,,,,,
9/22/2023 14:24:15,Steve T - strout#45062,Shuo L - tamamo#30654,2-1,,1,GGs!,MOM,,,,,,
9/22/2023 14:39:01,Jaidin M - MnemonicDevice#38774,Rafael F - Prudent#24319,2-0,,1,,WOE,,,,,,
9/22/2023 15:35:35,Jaidin M - MnemonicDevice#38774,Shuo L - tamamo#30654,2-1,,1,,MOM,,,,,,
9/22/2023 16:07:55,Eric S - Smitte#94855,Joe T - elasticity#07466,2-1,,1,,WOE,,,,,,
9/22/2023 17:43:26,Evan C - PeasOfCrab#00133,Cody-Rayce MG - Rayce#56572,2-1,,1,,MOM,,,,,,
9/22/2023 17:49:57,Paul G - TheDragon#61289,Philip B - Plipster#75000,2-1,,1,,WOE,,,,,,
9/22/2023 18:09:38,Evan C - PeasOfCrab#00133,Juan Q - JuanCu#95616,2-1,,1,,MOM,,,,,,
9/22/2023 18:40:27,Jordan M - JMTron#46639,Juan Q - JuanCu#95616,2-0,,1,,MOM,,,,,,
9/22/2023 18:46:09,John P - gokuorgohome#51511,Richard K - preacher26#59445,2-1,,1,,MOM,,,,,,
9/22/2023 18:49:17,Philip B - Plipster#75000,Evan C - PeasOfCrab#00133,2-1,,1,,MOM,,,,,,
9/22/2023 19:24:09,Dan A - BEATDOWNBRINGA#04779,Phillip M - Fat_kitty#63794,2-1,,1,,MOM,,,,,,
9/22/2023 19:31:16,Evan C - PeasOfCrab#00133,Jordan M - JMTron#46639,2-0,,1,,WOE,,,,,,
9/22/2023 19:49:35,Evan C - PeasOfCrab#00133,Damian S - ButCrackMagic#71223,2-0,,1,,MOM,,,,,,
9/22/2023 19:51:28,Richard K - preacher26#59445,Juan Q - JuanCu#95616,2-1,,1,,MOM,,,,,,
9/22/2023 19:56:30,Rafael F - Prudent#24319,John P - gokuorgohome#51511,2-0,,1,,WOE,,,,,,
9/22/2023 20:07:00,Sawyer T - soyboy#35469,Ron C - Lennor#52740,2-1,,1,,WOE,,,,,,
9/22/2023 20:31:21,Damian S - ButCrackMagic#71223,Philip B - Plipster#75000,2-1,,1,,WOE,,,,,,
9/22/2023 20:32:41,Kevin I - kni1993#29285,Rafael F - Prudent#24319,2-1,,1,,WOE,,,,,,
9/22/2023 20:55:49,Juan Q - JuanCu#95616,Joe T - elasticity#07466,2-0,,1,,MOM,,,,,,
9/22/2023 21:39:55,Nik S - njsiii#50504,Joe T - elasticity#07466,2-1,,1,,MOM,,,,,,
9/22/2023 22:03:10,Phillip M - Fat_kitty#63794,Ryan D - TheSlickness#10857,2-1,,1,,WOE,,,,,,
9/22/2023 22:25:37,Cody-Rayce MG - Rayce#56572,Juan Q - JuanCu#95616,2-0,,1,gggs wp,MOM,,,,,,
9/22/2023 23:10:49,Jeremy E - Lhurgoyf#37289,Wyatt C - hotdolphin#30769,2-0,,1,,WOE,,,,,,
9/22/2023 23:36:12,Joe T - elasticity#07466,Noah B - Sisco#71800,2-1,,1,,MOM,,,,,,
9/22/2023 23:36:53,Bob P - HIT#08120,Jeremy E - Lhurgoyf#37289,2-1,,1,,MOM,,,,,,
9/23/2023 0:16:04,Justin P - Code Pigeon#84057,Pedro D - Goombassa#17203,2-1,,1,,WOE,,,,,,
9/23/2023 0:43:14,Damian S - ButCrackMagic#71223,Justin P - Code Pigeon#84057,2-0,,1,,MOM,,,,,,
9/23/2023 0:53:01,Sawyer T - soyboy#35469,Noah B - Sisco#71800,2-1,,1,,MOM,,,,,,
9/23/2023 1:22:27,Christopher G - oompaloompa#65002,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,MOM,,,,,,
9/23/2023 1:39:18,Sawyer T - soyboy#35469,Damian S - ButCrackMagic#71223,2-1,,1,,MOM,,,,,,
